Region,Location,Item,Price
Hoenn,Battle Frontier,Zoom Lens,"4,800 BP"
Unova,Gear Station,Zoom Lens,"4,800 BP"
Kanto,Trainer Tower,Wide Lens,"4,800 BP"
Hoenn,Battle Frontier,Wide Lens,"4,800 BP"
Unova,Gear Station,Wide Lens,"4,800 BP"
Kanto,Trainer Tower,Muscle Band,"4,800 BP"
Hoenn,Battle Frontier,Muscle Band,"4,800 BP"
Unova,Gear Station,Muscle Band,"4,800 BP"
Kanto,Trainer Tower,Rocky Helmet,"4,800 BP"
Hoenn,Battle Frontier,Rocky Helmet,"4,800 BP"
Unova,Gear Station,Rocky Helmet,"4,800 BP"
Kanto,Trainer Tower,Focus Band,"3,200 BP"
Hoenn,Battle Frontier,Focus Band,"3,200 BP"
Unova,Gear Station,Focus Band,"3,200 BP"
Kanto,Trainer Tower,Choice Band,"9,800 BP"
Hoenn,Battle Frontier,Choice Band,"9,800 BP"
Unova,Gear Station,Choice Band,"9,800 BP"
Kanto,Trainer Tower,Choice Scarf,"9,800 BP"
Hoenn,Battle Frontier,Choice Scarf,"9,800 BP"
Unova,Gear Station,Choice Scarf,"9,800 BP"
Kanto,Trainer Tower,Choice Specs,"9,800 BP"
Hoenn,Battle Frontier,Choice Specs,"9,800 BP"
Unova,Gear Station,Choice Specs,"9,800 BP"
Kanto,Trainer Tower,Eviolite,"9,800 BP"
Hoenn,Battle Frontier,Eviolite,"9,800 BP"
Unova,Gear Station,Eviolite,"9,800 BP"
Kanto,Trainer Tower,Assault Gear,"9,800 BP"
Hoenn,Battle Frontier,Assault Gear,"9,800 BP"
Unova,Gear Station,Assault Gear,"9,800 BP"
Kanto,Trainer Tower,Dubious Disc,"4,800 BP"
Hoenn,Battle Frontier,Dubious Disc,"4,800 BP"
Unova,Gear Station,Dubious Disc,"4,800 BP"
Kanto,Trainer Tower,Up-Grade,"3,200 BP"
Hoenn,Battle Frontier,Up-Grade,"3,200 BP"
Unova,Gear Station,Up-Grade,"3,200 BP"
Kanto,Trainer Tower,Razor Claw,"4,800 BP"
Hoenn,Battle Frontier,Razor Claw,"4,800 BP"
Unova,Gear Station,Razor Claw,"4,800 BP"
Kanto,Trainer Tower,Razor Fang,"4,800 BP"
Hoenn,Battle Frontier,Razor Fang,"4,800 BP"
Unova,Gear Station,Razor Fang,"4,800 BP"
Kanto,Trainer Tower,BrightPowder,"3,200 BP"
Hoenn,Battle Frontier,BrightPowder,"3,200 BP"
Unova,Gear Station,BrightPowder,"3,200 BP"
Kanto,Trainer Tower,Iron Ball,"4,800 BP"
Hoenn,Battle Frontier,Iron Ball,"4,800 BP"
Unova,Gear Station,Iron Ball,"4,800 BP"
Kanto,Trainer Tower,Ring Target,"4,800 BP"
Hoenn,Battle Frontier,Ring Target,"4,800 BP"
Unova,Gear Station,Ring Target,"4,800 BP"
Kanto,Trainer Tower,Binding Band,"4,800 BP"
Hoenn,Battle Frontier,Binding Band,"4,800 BP"
Unova,Gear Station,Binding Band,"4,800 BP"
Kanto,Trainer Tower,Reinforced Boots,"9,800 BP"
Hoenn,Battle Frontier,Reinforced Boots,"9,800 BP"
Unova,Gear Station,Reinforced Boots,"9,800 BP"
Kanto,Trainer Tower,Punching Gloves,"6,400 BP"
Hoenn,Battle Frontier,Punching Gloves,"6,400 BP"
Unova,Gear Station,Punching Gloves,"6,400 BP"
Kanto,Trainer Tower,Covert Mantle,"6,400 BP"
Hoenn,Battle Frontier,Covert Mantle,"6,400 BP"
Unova,Gear Station,Covert Mantle,"6,400 BP"
Kanto,Trainer Tower,Loaded Dice,"4,800 BP"
Hoenn,Battle Frontier,Loaded Dice,"4,800 BP"
Unova,Gear Station,Loaded Dice,"4,800 BP"
Kanto,Trainer Tower,Safety Goggles,"4,800 BP"
Hoenn,Battle Frontier,Safety Goggles,"4,800 BP"
Unova,Gear Station,Safety Goggles,"4,800 BP"
Kanto,Trainer Tower,Protective Pads,"4,800 BP"
Hoenn,Battle Frontier,Protective Pads,"4,800 BP"
Unova,Gear Station,Protective Pads,"4,800 BP"
Kanto,Trainer Tower,Pure Amulet,"9,800 BP"
Hoenn,Battle Frontier,Pure Amulet,"9,800 BP"
Unova,Gear Station,Pure Amulet,"9,800 BP"
Kanto,Trainer Tower,Type Policy,85 BP
Hoenn,Battle Frontier,Type Policy,85 BP
Unova,Gear Station,Type Policy,85 BP
Kanto,Trainer Tower,Throat Spray,100 BP
Hoenn,Battle Frontier,Throat Spray,100 BP
Unova,Gear Station,Throat Spray,100 BP
Kanto,Trainer Tower,Room Service,100 BP
Hoenn,Battle Frontier,Room Service,100 BP
Unova,Gear Station,Room Service,100 BP
Kanto,Trainer Tower,Snowball,100 BP
Hoenn,Battle Frontier,Snowball,100 BP
Unova,Gear Station,Snowball,100 BP
Kanto,Trainer Tower,Glowing Moss,100 BP
Hoenn,Battle Frontier,Glowing Moss,100 BP
Unova,Gear Station,Glowing Moss,100 BP
Kanto,Trainer Tower,Eject Pack,100 BP
Hoenn,Battle Frontier,Eject Pack,100 BP
Unova,Gear Station,Eject Pack,100 BP
Kanto,Trainer Tower,PVP Mystery Box,"7,500 BP"
Hoenn,Battle Frontier,PVP Mystery Box,"7,500 BP"
Unova,Gear Station,PVP Mystery Box,"7,500 BP"
Kanto,Trainer Tower,Health Wing,150 BP
Hoenn,Battle Frontier,Health Wing,150 BP
Unova,Gear Station,Health Wing,150 BP
Kanto,Trainer Tower,Muscle Wing,150 BP
Hoenn,Battle Frontier,Muscle Wing,150 BP
Unova,Gear Station,Muscle Wing,150 BP
Kanto,Trainer Tower,Resist Wing,150 BP
Hoenn,Battle Frontier,Resist Wing,150 BP
Unova,Gear Station,Resist Wing,150 BP
Kanto,Trainer Tower,Genius Wing,150 BP
Hoenn,Battle Frontier,Genius Wing,150 BP
Unova,Gear Station,Genius Wing,150 BP
Kanto,Trainer Tower,Clever Wing,150 BP
Hoenn,Battle Frontier,Clever Wing,150 BP
Unova,Gear Station,Clever Wing,150 BP
Kanto,Trainer Tower,Swift Wing,150 BP
Hoenn,Battle Frontier,Swift Wing,150 BP
Unova,Gear Station,Swift Wing,150 BP
Kanto,Trainer Tower,Pretty Wing,150 BP
Hoenn,Battle Frontier,Pretty Wing,150 BP
Unova,Gear Station,Pretty Wing,150 BP
Kanto,Trainer Tower,HP Up,275 BP
Hoenn,Battle Frontier,HP Up,275 BP
Unova,Gear Station,HP Up,275 BP
Kanto,Trainer Tower,Protein,275 BP
Hoenn,Battle Frontier,Protein,275 BP
Unova,Gear Station,Protein,275 BP
Kanto,Trainer Tower,Calcium,275 BP
Hoenn,Battle Frontier,Calcium,275 BP
Unova,Gear Station,Calcium,275 BP
Kanto,Trainer Tower,Iron,275 BP
Hoenn,Battle Frontier,Iron,275 BP
Unova,Gear Station,Iron,275 BP
Kanto,Trainer Tower,Zinc,275 BP
Hoenn,Battle Frontier,Zinc,275 BP
Unova,Gear Station,Zinc,275 BP
Kanto,Trainer Tower,Carbos,275 BP
Hoenn,Battle Frontier,Carbos,275 BP
Unova,Gear Station,Carbos,275 BP
Kanto,Trainer Tower,Power Weight,750 BP
Hoenn,Battle Frontier,Power Weight,750 BP
Unova,Gear Station,Power Weight,750 BP
Kanto,Trainer Tower,Power Bracer,750 BP
Hoenn,Battle Frontier,Power Bracer,750 BP
Unova,Gear Station,Power Bracer,750 BP
Kanto,Trainer Tower,Power Belt,750 BP
Hoenn,Battle Frontier,Power Belt,750 BP
Unova,Gear Station,Power Belt,750 BP
Kanto,Trainer Tower,Power Lens,750 BP
Hoenn,Battle Frontier,Power Lens,750 BP
Unova,Gear Station,Power Lens,750 BP
Kanto,Trainer Tower,Power Band,750 BP
Hoenn,Battle Frontier,Power Band,750 BP
Unova,Gear Station,Power Band,750 BP
Kanto,Trainer Tower,Power Anklet,750 BP
Hoenn,Battle Frontier,Power Anklet,750 BP
Unova,Gear Station,Power Anklet,750 BP
Kanto,Trainer Tower,Ability Pill,"2,250 BP"
Hoenn,Battle Frontier,Ability Pill,"2,250 BP"
Unova,Gear Station,Ability Pill,"2,250 BP"
Kanto,Trainer Tower,Mud Ball,200 BP
Hoenn,Battle Frontier,Mud Ball,200 BP
Unova,Gear Station,Mud Ball,200 BP
Kanto,Trainer Tower,Fence Length,500 BP
Hoenn,Battle Frontier,Fence Length,500 BP
Unova,Gear Station,Fence Length,500 BP
Kanto,Trainer Tower,Fence Width,500 BP
Hoenn,Battle Frontier,Fence Width,500 BP
Unova,Gear Station,Fence Width,500 BP
Kanto,Trainer Tower,Tire,"1,200 BP"
Hoenn,Battle Frontier,Tire,"1,200 BP"
Unova,Gear Station,Tire,"1,200 BP"
Kanto,Trainer Tower,Solid Board,"3,200 BP"
Hoenn,Battle Frontier,Solid Board,"3,200 BP"
Unova,Gear Station,Solid Board,"3,200 BP"
Kanto,Trainer Tower,Sand Ornament,"3,200 BP"
Hoenn,Battle Frontier,Sand Ornament,"3,200 BP"
Unova,Gear Station,Sand Ornament,"3,200 BP"
Kanto,Trainer Tower,Breakable Door,"3,200 BP"
Hoenn,Battle Frontier,Breakable Door,"3,200 BP"
Unova,Gear Station,Breakable Door,"3,200 BP"
Kanto,Trainer Tower,TV,"3,200 BP"
Hoenn,Battle Frontier,TV,"3,200 BP"
Unova,Gear Station,TV,"3,200 BP"
Kanto,Trainer Tower,Round TV,"4,200 BP"
Hoenn,Battle Frontier,Round TV,"4,200 BP"
Unova,Gear Station,Round TV,"4,200 BP"
Kanto,Trainer Tower,Cute TV,"4,200 BP"
Hoenn,Battle Frontier,Cute TV,"4,200 BP"
Unova,Gear Station,Cute TV,"4,200 BP"
Kanto,Trainer Tower,Stand,"8,000 BP"
Hoenn,Battle Frontier,Stand,"8,000 BP"
Unova,Gear Station,Stand,"8,000 BP"
Kanto,Trainer Tower,Slide,"8,000 BP"
Hoenn,Battle Frontier,Slide,"8,000 BP"
Unova,Gear Station,Slide,"8,000 BP"
Kanto,Trainer Tower,Wailmer Doll,"12,800 BP"
Hoenn,Battle Frontier,Wailmer Doll,"12,800 BP"
Unova,Gear Station,Wailmer Doll,"12,800 BP"
Kanto,Trainer Tower,Rhydon Doll,"12,800 BP"
Hoenn,Battle Frontier,Rhydon Doll,"12,800 BP"
Unova,Gear Station,Rhydon Doll,"12,800 BP"
Kanto,Trainer Tower,Kiss Poster,"1,600 BP"
Hoenn,Battle Frontier,Kiss Poster,"1,600 BP"
Unova,Gear Station,Kiss Poster,"1,600 BP"
Kanto,Trainer Tower,Kiss Cushion,"3,200 BP"
Hoenn,Battle Frontier,Kiss Cushion,"3,200 BP"
Unova,Gear Station,Kiss Cushion,"3,200 BP"
Kanto,Trainer Tower,Smoochum Doll,"3,200 BP"
Hoenn,Battle Frontier,Smoochum Doll,"3,200 BP"
Unova,Gear Station,Smoochum Doll,"3,200 BP"
Kanto,Trainer Tower,Togepi Doll,"4,800 BP"
Hoenn,Battle Frontier,Togepi Doll,"4,800 BP"
Unova,Gear Station,Togepi Doll,"4,800 BP"
Kanto,Trainer Tower,Meowth Doll,"4,800 BP"
Hoenn,Battle Frontier,Meowth Doll,"4,800 BP"
Unova,Gear Station,Meowth Doll,"4,800 BP"
Kanto,Trainer Tower,Clefairy Doll,"4,800 BP"
Hoenn,Battle Frontier,Clefairy Doll,"4,800 BP"
Unova,Gear Station,Clefairy Doll,"4,800 BP"
Kanto,Trainer Tower,Ditto Doll,"4,800 BP"
Hoenn,Battle Frontier,Ditto Doll,"4,800 BP"
Unova,Gear Station,Ditto Doll,"4,800 BP"
Kanto,Trainer Tower,Cyndaquil Doll,"8,000 BP"
Hoenn,Battle Frontier,Cyndaquil Doll,"8,000 BP"
Unova,Gear Station,Cyndaquil Doll,"8,000 BP"
Kanto,Trainer Tower,Chikorita Doll,"8,000 BP"
Hoenn,Battle Frontier,Chikorita Doll,"8,000 BP"
Unova,Gear Station,Chikorita Doll,"8,000 BP"
Kanto,Trainer Tower,Totodile Doll,"8,000 BP"
Hoenn,Battle Frontier,Totodile Doll,"8,000 BP"
Unova,Gear Station,Totodile Doll,"8,000 BP"
Kanto,Trainer Tower,Lapras Doll,"12,800 BP"
Hoenn,Battle Frontier,Lapras Doll,"12,800 BP"
Unova,Gear Station,Lapras Doll,"12,800 BP"
Kanto,Trainer Tower,Snorlax Doll,"12,800 BP"
Hoenn,Battle Frontier,Snorlax Doll,"12,800 BP"
Unova,Gear Station,Snorlax Doll,"12,800 BP"
Kanto,Trainer Tower,Venusaur Doll,"25,600 BP"
Hoenn,Battle Frontier,Venusaur Doll,"25,600 BP"
Unova,Gear Station,Venusaur Doll,"25,600 BP"
Kanto,Trainer Tower,Charizard Doll,"25,600 BP"
Hoenn,Battle Frontier,Charizard Doll,"25,600 BP"
Unova,Gear Station,Charizard Doll,"25,600 BP"
Kanto,Trainer Tower,Blastoise Doll,"25,600 BP"
Hoenn,Battle Frontier,Blastoise Doll,"25,600 BP"
Unova,Gear Station,Blastoise Doll,"25,600 BP"
,,,
,,,
Kanto,Route 5 (Daycare),Destiny Knot,200 PokéYen
Kanto,Route 5 (Daycare),Everstone,4000 PokéYen
Kanto,Route 5 (Daycare),Macho Brace,3000 PokéYen
Kanto,Route 5 (Daycare),Power Weight,10000 PokéYen
Kanto,Route 5 (Daycare),Power Bracer,10000 PokéYen
Kanto,Route 5 (Daycare),Power Belt,10000 PokéYen
Kanto,Route 5 (Daycare),Power Lens,10000 PokéYen
Kanto,Route 5 (Daycare),Power Band,10000 PokéYen
Kanto,Route 5 (Daycare),Power Anklet,10000 PokéYen
Johto,Route 34 (Daycare),Destiny Knot,200 PokéYen
Johto,Route 34 (Daycare),Everstone,4000 PokéYen
Johto,Route 34 (Daycare),Macho Brace,3000 PokéYen
Johto,Route 34 (Daycare),Power Weight,10000 PokéYen
Johto,Route 34 (Daycare),Power Bracer,10000 PokéYen
Johto,Route 34 (Daycare),Power Belt,10000 PokéYen
Johto,Route 34 (Daycare),Power Lens,10000 PokéYen
Johto,Route 34 (Daycare),Power Band,10000 PokéYen
Johto,Route 34 (Daycare),Power Anklet,10000 PokéYen
Hoenn,Route 117 (Daycare),Destiny Knot,200 PokéYen
Hoenn,Route 117 (Daycare),Everstone,4000 PokéYen
Hoenn,Route 117 (Daycare),Macho Brace,3000 PokéYen
Hoenn,Route 117 (Daycare),Power Weight,10000 PokéYen
Hoenn,Route 117 (Daycare),Power Bracer,10000 PokéYen
Hoenn,Route 117 (Daycare),Power Belt,10000 PokéYen
Hoenn,Route 117 (Daycare),Power Lens,10000 PokéYen
Hoenn,Route 117 (Daycare),Power Band,10000 PokéYen
Hoenn,Route 117 (Daycare),Power Anklet,10000 PokéYen
Sinnoh,Solaceon Town (Daycare),Destiny Knot,200 PokéYen
Sinnoh,Solaceon Town (Daycare),Everstone,4000 PokéYen
Sinnoh,Solaceon Town (Daycare),Macho Brace,3000 PokéYen
Sinnoh,Solaceon Town (Daycare),Power Weight,10000 PokéYen
Sinnoh,Solaceon Town (Daycare),Power Bracer,10000 PokéYen
Sinnoh,Solaceon Town (Daycare),Power Belt,10000 PokéYen
Sinnoh,Solaceon Town (Daycare),Power Lens,10000 PokéYen
Sinnoh,Solaceon Town (Daycare),Power Band,10000 PokéYen
Sinnoh,Solaceon Town (Daycare),Power Anklet,10000 PokéYen
Unova,Route 3 (Daycare),Destiny Knot,200 PokéYen
Unova,Route 3 (Daycare),Everstone,4000 PokéYen
Unova,Route 3 (Daycare),Macho Brace,3000 PokéYen
Unova,Route 3 (Daycare),Power Weight,10000 PokéYen
Unova,Route 3 (Daycare),Power Bracer,10000 PokéYen
Unova,Route 3 (Daycare),Power Belt,10000 PokéYen
Unova,Route 3 (Daycare),Power Lens,10000 PokéYen
Unova,Route 3 (Daycare),Power Band,10000 PokéYen
Unova,Route 3 (Daycare),Power Anklet,10000 PokéYen
,,,
,,,
Hoenn,Lavaridge Town (Herb Shop),Energy Powder,900 PokéYen
Hoenn,Lavaridge Town (Herb Shop),Energy Root,3500 PokéYen
Hoenn,Lavaridge Town (Herb Shop),Heal Powder,900 PokéYen
Hoenn,Lavaridge Town (Herb Shop),Revival Herb,2800 PokéYen
Sinnoh,Eterna City (Herb Shop),Energy Powder,900 PokéYen
Sinnoh,Eterna City (Herb Shop),Energy Root,3500 PokéYen
Sinnoh,Eterna City (Herb Shop),Heal Powder,900 PokéYen
Sinnoh,Eterna City (Herb Shop),Revival Herb,2800 PokéYen
Unova,Driftveil City (Market),Energy Powder,900 PokéYen
Unova,Driftveil City (Market),Energy Root,3500 PokéYen
Unova,Driftveil City (Market),Heal Powder,900 PokéYen
Unova,Driftveil City (Market),Revival Herb,2800 PokéYen
Johto,MooMoo Farm,Moomoo Milk,1000 PokéYen
All Regions,Vending Machines (Dept. Stores),Fresh Water,300 PokéYen
All Regions,Vending Machines (Dept. Stores),Soda Pop,600 PokéYen
All Regions,Vending Machines (Dept. Stores),Lemonade,750 PokéYen
,,,
,,,
Kanto,Celadon City,TM - Focus Punch,"$17,500"
Hoenn,Lilycove City,TM - Focus Punch,"$17,500"
Kanto,Vermilion City,TM - Hone Claws,"$17,500"
Hoenn,Slateport City,TM - Hone Claws,"$17,500"
Kanto,Cinnabar Island,TM - Dragon Claw,"$25,000"
Hoenn,Sootopolis City,TM - Dragon Claw,"$25,000"
Kanto,Cinnabar Island,TM - Psyshock,"$25,000"
Hoenn,Sootopolis City,TM - Psyshock,"$25,000"
Kanto,Celadon City,TM - Water Pulse,"$10,000"
Hoenn,Lilycove City,TM - Water Pulse,"$10,000"
Kanto,Cinnabar Island,TM - Calm Mind,"$20,000"
Hoenn,Sootopolis City,TM - Calm Mind,"$20,000"
Kanto,Vermilion City,TM - Roar,"$25,000"
Hoenn,Slateport City,TM - Roar,"$25,000"
Kanto,Cinnabar Island,TM - Toxic,"$25,000"
Hoenn,Sootopolis City,TM - Toxic,"$25,000"
Kanto,Vermilion City,TM - Snowscape,"$10,000"
Hoenn,Slateport City,TM - Snowscape,"$10,000"
Kanto,Cinnabar Island,TM - Bulk Up,"$20,000"
Hoenn,Sootopolis City,TM - Bulk Up,"$20,000"
Kanto,Celadon City,TM - Bullet Seed,"$15,000"
Hoenn,Lilycove City,TM - Bullet Seed,"$15,000"
Kanto,Saffron City,TM - Venoshock,"$12,500"
Hoenn,Fortree City,TM - Venoshock,"$12,500"
Hoenn,Slateport City,TM - Hidden Power,"$30,000"
Kanto,Saffron City,TM - Hidden Power,"$30,000"
Hoenn,Fortree City,TM - Hidden Power,"$30,000"
Kanto,Saffron City,TM - Sunny Day,"$12,500"
Hoenn,Fortree City,TM - Sunny Day,"$12,500"
Kanto,Saffron City,TM - Taunt,"$17,500"
Hoenn,Fortree City,TM - Taunt,"$17,500"
Kanto,Cinnabar Island,TM - Ice Beam,"$30,000"
Hoenn,Sootopolis City,TM - Ice Beam,"$30,000"
Kanto,Cinnabar Island,TM - Blizzard,"$25,000"
Hoenn,Sootopolis City,TM - Blizzard,"$25,000"
Kanto,Saffron City,TM - Hyper Beam,"$17,500"
Hoenn,Fortree City,TM - Hyper Beam,"$17,500"
Kanto,Cinnabar Island,TM - Light Screen,"$20,000"
Hoenn,Sootopolis City,TM - Light Screen,"$20,000"
Kanto,Vermilion City,TM - Protect,"$25,000"
Hoenn,Slateport City,TM - Protect,"$25,000"
Kanto,Saffron City,TM - Rain Dance,"$17,500"
Hoenn,Fortree City,TM - Rain Dance,"$17,500"
Kanto,Celadon City,TM - Giga Drain,"$25,000"
Hoenn,Lilycove City,TM - Giga Drain,"$25,000"
Kanto,Vermilion City,TM - Telekinesis,"$10,000"
Hoenn,Slateport City,TM - Telekinesis,"$10,000"
Kanto,Vermilion City,TM - Safeguard,"$12,500"
Hoenn,Slateport City,TM - Safeguard,"$12,500"
Kanto,Vermilion City,TM - Frustration,"$17,500"
Hoenn,Slateport City,TM - Frustration,"$17,500"
Kanto,Saffron City,TM - SolarBeam,"$17,500"
Hoenn,Fortree City,TM - SolarBeam,"$17,500"
Kanto,Celadon City,TM - Iron Tail,"$17,500"
Hoenn,Lilycove City,TM - Iron Tail,"$17,500"
Kanto,Vermilion City,TM - Smack Down,"$12,500"
Hoenn,Slateport City,TM - Smack Down,"$12,500"
Kanto,Cinnabar Island,TM - Thunderbolt,"$30,000"
Hoenn,Sootopolis City,TM - Thunderbolt,"$30,000"
Kanto,Cinnabar Island,TM - Thunder,"$25,000"
Hoenn,Sootopolis City,TM - Thunder,"$25,000"
Kanto,Cinnabar Island,TM - Earthquake,"$30,000"
Hoenn,Sootopolis City,TM - Earthquake,"$30,000"
Kanto,Cinnabar Island,TM - Return,"$20,000"
Hoenn,Sootopolis City,TM - Return,"$20,000"
Kanto,Vermilion City,TM - Dig,"$10,000"
Hoenn,Slateport City,TM - Dig,"$10,000"
Kanto,Cinnabar Island,TM - Psychic,"$30,000"
Hoenn,Sootopolis City,TM - Psychic,"$30,000"
Kanto,Cinnabar Island,TM - Shadow Ball,"$25,000"
Hoenn,Sootopolis City,TM - Shadow Ball,"$25,000"
Kanto,Vermilion City,TM - Brick Break,"$17,500"
Hoenn,Slateport City,TM - Brick Break,"$17,500"
Kanto,Vermilion City,TM - Double Team,"$10,000"
Hoenn,Slateport City,TM - Double Team,"$10,000"
Kanto,Cinnabar Island,TM - Reflect,"$20,000"
Hoenn,Sootopolis City,TM - Reflect,"$20,000"
Kanto,Celadon City,TM - Shock Wave,"$10,000"
Hoenn,Lilycove City,TM - Shock Wave,"$10,000"
Kanto,Cinnabar Island,TM - Sludge Wave,"$30,000"
Hoenn,Sootopolis City,TM - Sludge Wave,"$30,000"
Kanto,Cinnabar Island,TM - Flamethrower,"$30,000"
Hoenn,Sootopolis City,TM - Flamethrower,"$30,000"
Kanto,Cinnabar Island,TM - Sludge Bomb,"$30,000"
Hoenn,Sootopolis City,TM - Sludge Bomb,"$30,000"
Kanto,Vermilion City,TM - Sandstorm,"$10,000"
Hoenn,Slateport City,TM - Sandstorm,"$10,000"
Kanto,Cinnabar Island,TM - Fire Blast,"$25,000"
Hoenn,Sootopolis City,TM - Fire Blast,"$25,000"
Kanto,Vermilion City,TM - Rock Tomb,"$12,500"
Hoenn,Slateport City,TM - Rock Tomb,"$12,500"
Kanto,Vermilion City,TM - Aerial Ace,"$12,500"
Hoenn,Slateport City,TM - Aerial Ace,"$12,500"
Kanto,Saffron City,TM - Torment,"$12,500"
Hoenn,Fortree City,TM - Torment,"$12,500"
Kanto,Saffron City,TM - Facade,"$17,500"
Hoenn,Fortree City,TM - Facade,"$17,500"
Kanto,Vermilion City,TM - Flame Charge,"$17,500"
Hoenn,Slateport City,TM - Flame Charge,"$17,500"
Kanto,Celadon City,TM - Secret Power,"$10,000"
Hoenn,Lilycove City,TM - Secret Power,"$10,000"
Hoenn,Slateport City,TM - Secret Power,"$10,000"
Kanto,Saffron City,TM - Rest,"$25,000"
Hoenn,Fortree City,TM - Rest,"$25,000"
Kanto,Vermilion City,TM - Attract,"$10,000"
Hoenn,Slateport City,TM - Attract,"$10,000"
Kanto,Vermilion City,TM - Thief,"$10,000"
Hoenn,Slateport City,TM - Thief,"$10,000"
Kanto,Vermilion City,TM - Low Sweep,"$17,500"
Hoenn,Slateport City,TM - Low Sweep,"$17,500"
Kanto,Celadon City,TM - Steel Wing,"$12,500"
Hoenn,Lilycove City,TM - Steel Wing,"$12,500"
Kanto,Vermilion City,TM - Round,"$10,000"
Hoenn,Slateport City,TM - Round,"$10,000"
Kanto,Celadon City,TM - Skill Swap,"$12,500"
Hoenn,Lilycove City,TM - Skill Swap,"$12,500"
Kanto,Vermilion City,TM - Echoed Voice,"$10,000"
Hoenn,Slateport City,TM - Echoed Voice,"$10,000"
Kanto,Celadon City,TM - Snatch,"$12,500"
Hoenn,Lilycove City,TM - Snatch,"$12,500"
Kanto,Saffron City,TM - Overheat,"$20,000"
Hoenn,Fortree City,TM - Overheat,"$20,000"
Kanto,Saffron City,TM - Ally Switch,"$10,000"
Hoenn,Fortree City,TM - Ally Switch,"$10,000"
Kanto,Cinnabar Island,TM - Focus Blast,"$25,000"
Hoenn,Sootopolis City,TM - Focus Blast,"$25,000"
Kanto,Cinnabar Island,TM - Energy Ball,"$30,000"
Hoenn,Sootopolis City,TM - Energy Ball,"$30,000"
Kanto,Vermilion City,TM - False Swipe,"$10,000"
Hoenn,Slateport City,TM - False Swipe,"$10,000"
Kanto,Cinnabar Island,TM - Scald,"$25,000"
Hoenn,Sootopolis City,TM - Scald,"$25,000"
Kanto,Vermilion City,TM - Fling,"$12,500"
Hoenn,Slateport City,TM - Fling,"$12,500"
Kanto,Saffron City,TM - Charge Beam,"$12,500"
Hoenn,Fortree City,TM - Charge Beam,"$12,500"
Kanto,Vermilion City,TM - Sky Drop,"$12,500"
Hoenn,Slateport City,TM - Sky Drop,"$12,500"
Kanto,Vermilion City,TM - Incinerate,"$10,000"
Hoenn,Slateport City,TM - Incinerate,"$10,000"
Kanto,Saffron City,TM - Quash,"$12,500"
Hoenn,Fortree City,TM - Quash,"$12,500"
Kanto,Cinnabar Island,TM - Will-O-Wisp,"$25,000"
Hoenn,Sootopolis City,TM - Will-O-Wisp,"$25,000"
Kanto,Saffron City,TM - Acrobatics,"$17,500"
Hoenn,Fortree City,TM - Acrobatics,"$17,500"
Kanto,Saffron City,TM - Embargo,"$10,000"
Hoenn,Fortree City,TM - Embargo,"$10,000"
Kanto,Saffron City,TM - Explosion,"$17,500"
Hoenn,Fortree City,TM - Explosion,"$17,500"
Kanto,Saffron City,TM - Shadow Claw,"$17,500"
Hoenn,Fortree City,TM - Shadow Claw,"$17,500"
Kanto,Saffron City,TM - Payback,"$17,500"
Hoenn,Fortree City,TM - Payback,"$17,500"
Kanto,Saffron City,TM - Retaliate,"$12,500"
Hoenn,Fortree City,TM - Retaliate,"$12,500"
Kanto,Saffron City,TM - Giga Impact,"$17,500"
Hoenn,Fortree City,TM - Giga Impact,"$17,500"
Kanto,Saffron City,TM - Rock Polish,"$17,500"
Hoenn,Fortree City,TM - Rock Polish,"$17,500"
Kanto,Cinnabar Island,TM - Stone Edge,"$25,000"
Hoenn,Sootopolis City,TM - Stone Edge,"$25,000"
Kanto,Cinnabar Island,TM - Volt Switch,"$30,000"
Hoenn,Sootopolis City,TM - Volt Switch,"$30,000"
Kanto,Cinnabar Island,TM - Thunder Wave,"$25,000"
Hoenn,Sootopolis City,TM - Thunder Wave,"$25,000"
Kanto,Saffron City,TM - Gyro Ball,"$25,000"
Hoenn,Fortree City,TM - Gyro Ball,"$25,000"
Kanto,Cinnabar Island,TM - Swords Dance,"$30,000"
Hoenn,Sootopolis City,TM - Swords Dance,"$30,000"
Kanto,Vermilion City,TM - Struggle Bug,"$12,500"
Hoenn,Slateport City,TM - Struggle Bug,"$12,500"
Kanto,Saffron City,TM - Psych Up,"$12,500"
Hoenn,Fortree City,TM - Psych Up,"$12,500"
Kanto,Vermilion City,TM - Bulldoze,"$12,500"
Hoenn,Slateport City,TM - Bulldoze,"$12,500"
Kanto,Saffron City,TM - Frost Breath,"$17,500"
Hoenn,Fortree City,TM - Frost Breath,"$17,500"
Kanto,Saffron City,TM - Rock Slide,"$17,500"
Hoenn,Fortree City,TM - Rock Slide,"$17,500"
Kanto,Saffron City,TM - X-Scissor,"$25,000"
Hoenn,Fortree City,TM - X-Scissor,"$25,000"
Kanto,Saffron City,TM - Dragon Tail,"$17,500"
Hoenn,Fortree City,TM - Dragon Tail,"$17,500"
Kanto,Vermilion City,TM - Work Up,"$17,500"
Hoenn,Slateport City,TM - Work Up,"$17,500"
Kanto,Saffron City,TM - Poison Jab,"$17,500"
Hoenn,Fortree City,TM - Poison Jab,"$17,500"
Kanto,Vermilion City,TM - Dream Eater,"$10,000"
Hoenn,Slateport City,TM - Dream Eater,"$10,000"
