English Name,Item Type,Main Category,Description,Buy PokeYen,Buy BP,Buy Coin,Buy RP,Sell PokeYen
Santa's Present (2021),Miscellaneous Items,Items,"A fancy looking present which contains
an unknown reward.

May contain exclusive items for Xmas
2021.
Use to open.",,,,,
Red Envelope (2022),Miscellaneous Items,Items,"A red envelope which contains an
unknown reward.

May contain exclusive items for Lunar
New Year 2022.
Use to open.",,,,,
Lucky Red Envelope (2022),Miscellaneous Items,Items,"An extra lucky red envelope which
contains an unknown reward.

May contain exclusive items for Lunar
New Year 2022.
Use to open.",,,,,
Ability Patch (Fire),Vitamins,Medicine,"An item to be used with a starter
Pokémon which unlocks its Hidden
Ability.

Consumed upon use.",,,,,
Ability Patch (Grass),Vitamins,Medicine,"An item to be used with a starter
Pokémon which unlocks its Hidden
Ability.

Consumed upon use.",,,,,
Ability Patch (Water),Vitamins,Medicine,"An item to be used with a starter
Pokémon which unlocks its Hidden
Ability.

Consumed upon use.",,,,,
Ability Patch,Vitamins,Medicine,An item to be used with a Pokémon. Unlocks Hidden Ability potential. Consumed upon use,,,,,
Anniversary Medallion,Miscellaneous Items,Items,A special medallion which may be exchanged to challenge certain trainers,,,,,
Hitodama Particle Effect,Miscellaneous Items,Items,"Spirits dance around you.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Ghosts Particle Effect,Miscellaneous Items,Items,"Haunted by the ghosts.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
The Eye Particle Effect,Miscellaneous Items,Items,"Nothing escapes the eye.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Pumpking's Delight Particle Effect,Miscellaneous Items,Items,"Pumpking shares the spoils.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Rising Star Particle Effect,Miscellaneous Items,Items,"A dancing star glitters around you.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,250,0
Snowflake Particle Effect,Miscellaneous Items,Items,"Snow falls gently.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Present Particle Effect,Miscellaneous Items,Items,"What could be inside?

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Paper Lantern Particle Effect,Miscellaneous Items,Items,"Paper lanterns float into the sky.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Fireworks Particle Effect,Miscellaneous Items,Items,"A celebratory Firework.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,200,0
Pungent Stench Particle Effect,Miscellaneous Items,Items,"Your stench overwhelms the enemy.
And everything else.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Black Hole Particle Effect,Miscellaneous Items,Items,"The beginning, or the end? Use to assign this particle to a Pokémon. Consumed upon use",0,0,0,200,0
Witch's Haze Particle Effect,Miscellaneous Items,Items,"A fateful ceremony.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Pumpkid's Treat Particle Effect,Miscellaneous Items,Items,Twirling treat tornadoes tantalize the tastebuds. Use to assign this particle to a Pokémon. Consumed upon use,0,0,0,0,0
Witch's Cat Particle Effect,Miscellaneous Items,Items,"Wait, where'd you come from?

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,200,0
Pumpcat Particle Effect,Miscellaneous Items,Items,Pumpking's favorite pest. Use to assign this particle to a Pokémon. Consumed upon use,0,0,0,0,0
White Kitty Particle Effect,Miscellaneous Items,Items,"Wait, where'd you come from?

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,200,0
Spinning Scythe Particle Effect,Miscellaneous Items,Items,"Incoming!

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Spider's Web Particle Effect,Miscellaneous Items,Items,"Don't get bit.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Zombie Grip Particle Effect,Miscellaneous Items,Items,"Watch your step.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Zodiac Particle Effect,Miscellaneous Items,Items,"Celebrating the new year.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Eerie Howl Particle Effect,Miscellaneous Items,Items,One of the pack. Use to assign this particle to a Pokémon. Consumed upon use,0,0,0,0,0
Graveyard Particle Effect,Miscellaneous Items,Items,"Ghouls only.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
King's Fall Particle Effect,Miscellaneous Items,Items,A bountiful harvest. Use to assign this particle to a Pokémon. Consumed upon use,0,0,0,0,0
Red Dragon Particle Effect,Miscellaneous Items,Items,"Enter the dragon.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,300,0
Anniversary Cake Particle Effect,Miscellaneous Items,Items,"Happy Birthday, PokeMMO!

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Kanto Friends Particle Effect,Miscellaneous Items,Items,The Classic Trio Use to assign this particle to a Pokémon. Consumed upon use,0,0,0,0,0
Shiny Kanto Friends Particle Effect,Miscellaneous Items,Items,"The Classic Trio

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Menacing Spirit Particle Effect,Miscellaneous Items,Items,An intimidating foe. Use to assign this particle to a Pokémon. Consumed upon use,0,0,0,0,0
Shiny Menacing Spirit Particle Effect,Miscellaneous Items,Items,"An intimidating foe.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Xmas Decorations Particle Effect,Miscellaneous Items,Items,"A festive occasion.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Spirit of Spring Particle Effect,Miscellaneous Items,Items,"Spring's blessings

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Phantom Particle Effect,Miscellaneous Items,Items,Purranormal activity. Use to assign this particle to a Pokémon. Consumed upon use,0,0,0,0,0
Shiny Phantom Particle Effect,Miscellaneous Items,Items,"Purranormal activity.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
Dark Crystal Particle Effect,Miscellaneous Items,Items,Surging with evil energy. Use to assign this particle to a Pokémon. Consumed upon use,0,0,0,0,0
Shiny Dark Crystal Particle Effect,Miscellaneous Items,Items,"Surging with evil energy.

Use to assign this particle to a
Pokémon.
Consumed upon use.",0,0,0,0,0
EXP Charm (+25%),Boost Items,Items,A charm which increases the player's party EXP gain. Stacks with other bonuses. Consumed upon use. Effects last 1 hour. Link members receive a 10% bonus,,,,,
EXP Charm (+50%),Boost Items,Items,"A charm which increases the player's
party EXP gain.

Stacks with other bonuses.
Consumed upon use.
Effects last 1 hour.
Link members receive a 10% bonus.",,,,,
EXP Charm (+100%),Boost Items,Items,"A charm which increases the player's
party EXP gain.

Stacks with other bonuses.
Consumed upon use.
Effects last 1 hour.
Link members receive a 10% bonus.",,,,,
Item Magnet Charm (+25%),Boost Items,Items,A charm which increases chances to find items in wild battles. It increases the chance of a Pokémon holding an item and the rate at which items are randomly found. Stacks with other bonuses. Consumed upon use. Effects last 1 hour. Link members receive a 10% bonus,,,,,
Item Magnet Charm (+50%),Boost Items,Items,"A charm which increases chances to
find items in wild battles. It
increases the chance of a Pokémon
holding an item and the rate at which
items are randomly found.

Stacks with other bonuses.
Consumed upon use.
Effects last 1 hour.
Link members receive a 10% bonus.",,,,,
Item Magnet Charm (+100%),Boost Items,Items,"A charm which increases chances to
find items in wild battles. It
increases the chance of a Pokémon
holding an item and the rate at which
items are randomly found.

Stacks with other bonuses.
Consumed upon use.
Effects last 1 hour.
Link members receive a 10% bonus.",,,,,
Battle Points Charm (+25%),Boost Items,Items,A charm which increases the amount of battle points won in PvE and PvP. Stacks with other bonuses. Consumed upon use. Effects last 1 hour. Link members receive a 10% bonus,,,,,
Battle Points Charm (+50%),Boost Items,Items,"A charm which increases the amount of
battle points won in PvE and PvP.

Stacks with other bonuses.
Consumed upon use.
Effects last 1 hour.
Link members receive a 10% bonus.",,,,,
Battle Points Charm (+100%),Boost Items,Items,"A charm which increases the amount of
battle points won in PvE and PvP.

Stacks with other bonuses.
Consumed upon use.
Effects last 1 hour.
Link members receive a 10% bonus.",,,,,
Shiny Charm (+10%),Boost Items,Items,"A charm which increases the chance to
encounter a shiny Pokémon.

Stacks with other bonuses.
Consumed upon use.
Effects last 1 hour.
Link members receive a 5% bonus.",,,,,
Shiny Charm (+15%),Boost Items,Items,A charm which increases the chance to encounter a shiny Pokémon. Stacks with other bonuses. Consumed upon use. Effects last 1 hour. Link members receive a 5% bonus,,,,,
Shiny Charm (+20%),Boost Items,Items,A charm which increases the chance to encounter a shiny Pokémon. Stacks with other bonuses. Consumed upon use. Effects last 1 hour. Link members receive a 5% bonus,,,,,
Riches Charm (+75%),Boost Items,Items,"A charm which increases the money
gained in trainer battles.

Does not stack with other money
bonuses.
Consumed upon use.
Effects last 1 hour.
Link members receive a 10% bonus.",,,,,
Riches Charm (+100%),Boost Items,Items,"A charm which increases the money
gained in trainer battles.

Does not stack with other money
bonuses.
Consumed upon use.
Effects last 1 hour.
Link members receive a 10% bonus.",,,,,
Riches Charm (+150%),Boost Items,Items,A charm which increases the money gained in trainer battles. Does not stack with other money bonuses. Consumed upon use. Effects last 1 hour. Link members receive a 10% bonus,,,,,
EXP Candy (XS),Medicine,Medicine,"A candy packed with energy.

Increases a Pokémon's experience by a
fixed amount.",0,0,0,0,50
EXP Candy (S),Medicine,Medicine,"A candy packed with energy.

Increases a Pokémon's experience by a
fixed amount.",0,0,0,0,250
EXP Candy (M),Medicine,Medicine,"A candy packed with energy.

Increases a Pokémon's experience by a
fixed amount.",0,0,0,0,500
EXP Candy (L),Medicine,Medicine,"A candy packed with energy.

Increases a Pokémon's experience by a
fixed amount.",0,0,0,0,1500
EXP Candy (XL),Medicine,Medicine,"A candy packed with energy.

Increases a Pokémon's experience by a
fixed amount.",0,0,0,0,2500
Anniversary Chest,Miscellaneous Items,Items,"A fancy looking box which contains an
unknown reward.

May contain exclusive items for
PokeMMO's 10th Anniversary.
Use to open.",0,0,0,0,0
Golden Anniversary Chest,Miscellaneous Items,Items,"A very fancy looking box which
contains an unknown reward.

May contain exclusive items for
PokeMMO's 10th Anniversary.
Use to open.",0,0,0,0,0
Prismatic Pearl,Miscellaneous Items,Items,"A rainbow-infused pearl rumored to
have been harvested from an oddly
colored Clamperl.

Allows transferring the Hidden Ability
potential of a Pokémon to another
within the same evolution line.

Consumed upon use.",0,0,0,0,0
Assault Gear,Hold Items,Items,"A special jacket which raises the
holder's Special Defense by 50%.

It prevents the use of all Status
moves except 'Me First' in battle.",0,9800,0,0,0
Goodie Bag (2022),Miscellaneous Items,Items,"A scary looking bag of treats which
contains an unknown reward.

May contain exclusive items for
Halloween 2022. Use to open.",,,,,
Pumpking Goodie Bag (2022),Miscellaneous Items,Items,"A scary looking bag of treats which
contains an unknown reward.

May contain exclusive items for
Halloween 2022. Use to open.",,,,,
Reinforced Boots,Hold Items,Items,"An item to be held by a Pokémon. These
thick-soled boots guard against entry
hazards like Spikes.",,,,,
Mysterious Poké Ball (2022),Poke Balls,Poke Balls,"A mysterious Poké Ball which contains
an unknown reward.

Exclusive to Xmas 2022.",,,,,
Mysterious Great Ball (2022),Poke Balls,Poke Balls,"A mysterious Great Ball which contains
an unknown reward.

Exclusive to Xmas 2022.",,,,,
Mysterious Ultra Ball (2022),Poke Balls,Poke Balls,"A mysterious Ultra Ball which contains
an unknown reward.

Exclusive to Xmas 2022.",,,,,
Mysterious Premier Ball (2022),Poke Balls,Poke Balls,"A mysterious Premier Ball which
contains an unknown reward.

Exclusive to Xmas 2022.",,,,,
Xmas Present (2022),Miscellaneous Items,Items,"A fancy looking present which contains
an unknown reward.

May contain exclusive items for Xmas
2022. Use to open.",,,,,
Santa's Present (2022),Miscellaneous Items,Items,"A fancy looking present which contains
an unknown reward.

May contain exclusive items for Xmas
2022. Use to open.",,,,,
Rat Zodiac Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a rat. Collecting more of these may lead to special encounters,,,,,
Ox Zodiac Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a ox. Collecting more of these may lead to special encounters,,,,,
Tiger Zodiac Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a tiger. Collecting more of these may lead to special encounters,,,,,
Rabbit Zodiac Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a rabbit. Collecting more of these may lead to special encounters,,,,,
Dragon Zodiac Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a dragon. Collecting more of these may lead to special encounters,,,,,
Snake Zodiac Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a snake. Collecting more of these may lead to special encounters,,,,,
Horse Zodiac Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a horse. Collecting more of these may lead to special encounters,,,,,
Goat Zodiac Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a goat. Collecting more of these may lead to special encounters,,,,,
Monkey Zodiac Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a monkey. Collecting more of these may lead to special encounters,,,,,
Rooster Zodiac Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a rooster. Collecting more of these may lead to special encounters,,,,,
Dog Zodiac Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a dog. Collecting more of these may lead to special encounters,,,,,
Pig Zodiac Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a pig. Collecting more of these may lead to special encounters,,,,,
Dying Flower,Miscellaneous Items,Items,A dying flower found when defeating a challenging foe. Maybe something can revive it?,,,,,
Gracidea,Useable Items,Key Items,"A special flower which can be used on
Shaymin to adjust an IV by 1.

It can also be planted to grow more
Gracidea, and can sometimes grow
Nature Herbs.",0,0,0,0,0
Hardy Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Lonely Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Brave Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Adamant Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Naughty Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Bold Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Docile Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Relaxed Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Impish Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Lax Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Timid Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Hasty Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Serious Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Jolly Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Naive Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Modest Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Mild Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Quiet Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Bashful Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Rash Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Calm Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Gentle Nature Herb,Breeding Item,Items,An herb which modifies the Nature of a Pokémon. It can only be used with some Legendary Pokémon and Unown. Consumed upon use,,,,,
Sassy Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Careful Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Quirky Nature Herb,Breeding Item,Items,"An herb which modifies the Nature of a
Pokémon. It can only be used with
some Legendary Pokémon and Unown.

Consumed upon use.",,,,,
Red Envelope (2023),Miscellaneous Items,Items,"A red envelope which contains an
unknown reward.

May contain exclusive items for Lunar
New Year 2023.
Use to open.",,,,,
Lucky Red Envelope (2023),Miscellaneous Items,Items,"A red envelope which contains an
unknown reward.

May contain exclusive items for Lunar
New Year 2023.
Use to open.",,,,,
Rainbow Quill,Miscellaneous Items,Items,"A special feather which may be used to
alter the IVs of certain Pokémon by
1.

Consumed upon use.",0,0,0,0,0
Legendary Lure,Adventure Item,Items,"A special lure which attracts roaming
Legendary Pokémon and others for 300
steps. It has several effects while
active:

- +15% encounter rates
- +30% chance to encounter a Roaming
Legendary if not already captured
- Foes are stronger than normal
encounters in the area
- You may encounter more foes at the
same time
- 8% chance to encounter lure-exclusi
ve species

Consumed upon use.",0,0,0,0,10000
Goodie Bag (2023),Miscellaneous Items,Items,"A scary looking goodie bag which
contains an unknown reward.

May contain exclusive items for
Halloween 2023. Use to open.",,,,,
Pumpking Goodie Bag (2023),Miscellaneous Items,Items,"A scary looking goodie bag which
contains an unknown reward.

May contain exclusive items for
Halloween 2023. Use to open.",,,,,
Mysterious Poké Ball (2023),Poke Balls,Poke Balls,"A mysterious Poké Ball which contains
an unknown reward. It has a high base
chance to contain a Shiny Pokémon
(1/8,000).

Exclusive to Xmas 2023.",0,0,0,0,0
Mysterious Great Ball (2023),Poke Balls,Poke Balls,"A mysterious Great Ball which contains
an unknown reward. It has a very high
base chance to contain a Shiny
Pokémon (1/4,000).

Exclusive to Xmas 2023.",0,0,0,0,0
Mysterious Ultra Ball (2023),Poke Balls,Poke Balls,"A mysterious Ultra Ball which contains
an unknown reward. It has an
exceptionally high base chance to
contain a Shiny Pokémon (1/2,500).

Exclusive to Xmas 2023.",0,0,0,0,0
Mysterious Premier Ball (2023),Poke Balls,Poke Balls,"A mysterious Premier Ball which
contains an unknown reward. It has a
very high base chance to contain a
Shiny Pokémon (1/4,000).

Exclusive to Xmas 2023.",0,0,0,0,0
Elemental Orb,Miscellaneous Items,Items,"A special orb which may be used to
alter the IVs of certain Pokémon by
1.

Consumed upon use.",,,,,
Wishing Stone,Miscellaneous Items,Items,A mysterious stone which doesn't seem to have a use right now. Better hang on to it,,,,,
Mystic Mirror,Miscellaneous Items,Items,"A mysterious mirror.

Allows you to change any aspect of
your base appearance, including
gender and skin tone.

Can only be used once.",0,0,0,0,0
Mysterious Cherish Ball (2024),Poke Balls,Poke Balls,"A mysterious Cherish Ball which
contains an unknown reward. It has a
high base chance to contain a Shiny
Pokémon (1/6,000).

Exclusive to Lunar New Year 2024.",,,,,
Red Envelope (2024),Miscellaneous Items,Items,"A red envelope which contains an
unknown reward.

May contain exclusive items for Lunar
New Year 2024.
Use to open.",,,,,
Lucky Red Envelope (2024),Miscellaneous Items,Items,"An extra lucky red envelope which
contains an unknown reward.

May contain exclusive items for Lunar
New Year 2024.
Use to open.",,,,,
Mellow Bait,Adventure Item,Items,A smooth-flavored bait which makes Pokémon more receptive to being captured,0,0,0,0,0
Hearty Bait,Adventure Item,Items,A savory bait which increases a random IV of a Pokémon,0,0,0,0,0
Giant Bait,Adventure Item,Items,A filling bait which takes a long time to eat,0,0,0,0,0
Witch Cookie,Miscellaneous Items,Items,"A tasty cookie exclusive to Halloween. It restores HP when eaten, but causes a Sugar Rush in battle. When fighting Pumpking, eating the cookie will cause the Pokémon to make a wish for its allies to be healed at the end of the next turn",0,0,0,0,0
Werewolf Cookie,Miscellaneous Items,Items,"A tasty cookie exclusive to Halloween. It restores HP when eaten, but causes a Sugar Rush in battle. When fighting Pumpking, eating the cookie will boost all allies' Attack and Sp. Attack by 1 stage",0,0,0,0,0
Mysterious Shard,Miscellaneous Items,Items,A metal shard which appears to be part of some sort of tool,0,0,0,0,0
Mysterious Handle,Miscellaneous Items,Items,It appears to be part of a metal tool,0,0,0,0,0
Carving Blade,Miscellaneous Items,Items,It's too dangerous to use without a handle!,0,0,0,0,0
Pumpkin Carving Knife,Miscellaneous Items,Items,"A knife used to carve pumpkins. When used against Pumpking, it causes the opponents to flinch. Can only be used once per phase",0,0,0,0,0
Darkrai Summoning Orb,Miscellaneous Items,Items,Summons a Darkrai for a limited amount of time. Its power grows stronger every time it's summoned,0,0,0,0,0
Mysterious Dusk Ball (2024),Poke Balls,Poke Balls,"A mysterious Dusk Ball which contains
an unknown reward. It has a high base
chance to contain a Shiny Pokémon
(1/6,000).",0,0,0,0,0
Dream Essence,Miscellaneous Items,Items,"A distillation of stolen dreams. It
may be used to alter the IVs of
certain Pokémon by 1.

Consumed upon use.",0,0,0,0,0
Transformation Potion (Elfbot),Miscellaneous Items,Items,A mysterious potion which transforms the user's appearance. Consumed upon use. Effects last for 1 hour,,,,,
Infinite Transformation Potion (Elfbot),Miscellaneous Items,Items,A mysterious potion which transforms the user's appearance. Unlimited uses. Effects last for 1 hour,,,,,
Transformation Potion (Robosanta),Miscellaneous Items,Items,A mysterious potion which transforms the user's appearance. Consumed upon use. Effects last for 1 hour,,,,,
Infinite Transformation Potion (Robosanta),Miscellaneous Items,Items,A mysterious potion which transforms the user's appearance. Unlimited uses. Effects last for 1 hour,,,,,
Transformation Potion (Elf),Miscellaneous Items,Items,A mysterious potion which transforms the user's appearance. Consumed upon use. Effects last for 1 hour,,,,,
Infinite Transformation Potion (Elf),Miscellaneous Items,Items,A mysterious potion which transforms the user's appearance. Unlimited uses. Effects last for 1 hour,,,,,
Punching Gloves,Hold Items,Items,"An item to be held by a Pokémon. These
gloves boost the power of the
holder's punching moves and prevents
contact when attacking foes.",0,6400,0,0,0
Pure Amulet,Hold Items,Items,An item to be held by a Pokémon. It prevents the holder from having its stat stages lowered. It doesn't prevent stat clearing effects like Clear Smog or Haze,0,0,0,0,0
Covert Mantle,Hold Items,Items,"An item to be held by a Pokémon. This
protective garment guards the holder
from the additional effects of other
Pokémon's damaging moves.",0,6400,0,0,0
Loaded Dice,Hold Items,Items,"An item to be held by a Pokémon. They
boost the efficacy of multi-strike
moves, letting them hit more often.",0,4800,0,0,0
Safety Goggles,Hold Items,Items,"An item to be held by a Pokémon. These
protective goggles guard against
powder moves, spore moves, and
Sandstorm damage.",0,4800,0,0,0
Type Policy,Hold Items,Items,"An item to be held by a Pokémon. If
the holder is hit by a super-effecti
ve move, Attack and Sp. Attack will
sharply increase.

Consumed upon use.",0,100,0,0,0
Accident Policy,Hold Items,Items,"An item to be held by a Pokémon. If the holder misses with an attack due to its Accuracy, Speed will sharply increase. It doesn't activate if missing with an OHKO move or if the target is semi-invulnerable. Consumed upon use",0,0,0,0,0
Mirror Herb,Hold Items,Items,"An item to be held by a Pokémon. When held, if an opponent increases their stat stages, the holder gets the same stat increases. Consumed upon use",0,0,0,0,0
Throat Spray,Hold Items,Items,"An item to be held by a Pokémon. When the holder successfully uses a sound-based move, Sp. Attack is raised. Consumed upon use",0,100,0,0,0
Ability Guard,Hold Items,Items,"An item to be held by a Pokémon. It prevents the holder from having its ability suppressed or changed by any effect. It also protects against effects which bypass abilities, like Mold Breaker",0,0,0,0,0
Protective Pads,Hold Items,Items,"An item to be held by a Pokémon. They
prevent effects which trigger on
contact when the holder attacks a
foe.",0,4800,0,0,0
Room Service,Hold Items,Items,"An item to be held by a Pokémon. When
Trick Room takes effect, the holder's
Speed is lowered.

Consumed upon use.",0,100,0,0,0
Eject Pack,Hold Items,Items,"An item to be held by a Pokémon. If the holder's stats are lowered, it will immediately switch with another Pokémon in your party. Consumed upon use",0,0,0,0,0
Snowball,Hold Items,Items,"An item to be held by a Pokémon. If the holder is hit by an Ice-type move, their Attack will increase. Consumed upon use",0,100,0,0,0
Glowing Moss,Hold Items,Items,"An item to be held by a Pokémon. If the holder is hit by a Water-type move, their Sp. Defense will increase. Consumed upon use",0,100,0,0,0
Deep Black Sphere,Hold Items,Items,A glowing sphere which may be used to alter the IVs of certain Pokémon by 1. Consumed upon use,0,0,0,0,0
Wilted Bouquet,Miscellaneous Items,Items,"A bundle of dying flowers. Although at the end of their lives, they yearn for one final Spring",0,0,0,0,0
Rejuvenated Bouquet,Miscellaneous Items,Items,A bundle of flowers. Flower Paradise awaits,0,0,0,0,0
Nian Tablet,Miscellaneous Items,Items,A mysterious tablet embossed with a Nian,0,0,0,0,0
Blank Tablet,Miscellaneous Items,Items,A mysterious golden tablet,0,0,0,0,0
Elfbot Mastery Device (Red),Miscellaneous Items,Items,"Upgrades your Elfbot's Attack, Sp.Attack, and Speed IVs by +4. Consumed upon use",,,,,
Elfbot Mastery Device (Blue),Miscellaneous Items,Items,"Upgrades your Elfbot's HP, Defense, and Sp.Defense IVs by +4. Consumed upon use",,,,,
ElfUp™ Battle Mastery DriveⓇ (v2.1.1),Miscellaneous Items,Items,"A powerful upgrade component for your Elfbot. When held, it reduces incoming damage by 30%, while increasing damage output by 30%",,,,,
ElfUp: Gold Edition™,Miscellaneous Items,Items,Raises your current Elfbot's Level by 5. Consumed upon use,,,,,
Attribute Recombinator,Miscellaneous Items,Items,Allows you to adjust your elfbot's EVs & Nature. Consumed upon use,,,,,
Energy Elixir,Medicine,Medicine,Raises the selected Pokémon's level by 3. Consumed upon use,,,,,
Lost Present,Miscellaneous Items,Items,A fancy looking present. Santa's looking for these. Can be exchanged in bundles of 5,,,,,
Lost Big Present,Miscellaneous Items,Items,"A big, fancy looking present. Santa's looking for these. Can be exchanged in bundles of 5",,,,,
Teleport Gem,Miscellaneous Items,Items,Teleports you and all allies to the Shrine. Can only be used once by the Link Captain. Recharges when the Nian is defeated. Can't be used if anybody is busy,0,0,0,0,0
Mystic Watch,Miscellaneous Items,Items,"An ancient, otherworldly-looking
watch.

Use to reset the cooldown of a
Summoning Orb.
Consumed upon use.",0,0,0,0,0
Catcher's Bag,Useable Items,Key Items,A goodie bag given to those who did particularly well in the Bug Catching Contest. Consumed upon use,0,0,0,0,0
Strange Chunk,Miscellaneous Items,Items,A reward for defeating a Raid Boss. It seems attracted to other Strange Chunks,0,0,0,0,0
Dream Sphere,Miscellaneous Items,Items,A hypnotizing sphere. Gazing into it makes you feel drowsy.,0,0,0,0,0
