Region,Location,Area,Item,Amount,Type,Details
Kanto,Five Island,Lost Cave,Revive,1,Overworld,Navigate door puzzle correctly
Kanto,Five Island,Lost Cave,Rare Candy,1,Overworld,Navigate door puzzle correctly
Kanto,Five Island,Lost Cave,Nugget,1,Overworld,Navigate door puzzle correctly
Kanto,Five Island,Resort Gorgeous,Nest Ball,1,Hidden,Ground tile
Kanto,Five Island,Resort Gorgeous,Stardust,2,Hidden,Ground tile
Kanto,Five Island,Resort Gorgeous,Star Piece,1,Hidden,Ground tile
Kanto,Six Island,Main Town,Leppa Berry,1,Overworld,North of Poke Center
Kanto,Six Island,Water Path,Elixir,1,Overworld,Surf path
Kanto,Six Island,Water Path,Oran Berry,1,Overworld,Grass
Kanto,Six Island,Water Path,Pinap Berry,1,Overworld,Grass
Kanto,Six Island,Water Path,Aspear Berry,1,Overworld,Near trainer
Kanto,Six Island,Water Path,Max Potion,1,Overworld,Surf path
Kanto,Six Island,Green Path,Ultra Ball,1,Hidden,Near trainer
Kanto,Six Island,Outcast Island,Net Ball,1,Hidden,Ground tile
Kanto,Six Island,Outcast Island,Star Piece,1,Hidden,Ground tile
Kanto,Six Island,Outcast Island,PP Up,1,Overworld,North tip
Kanto,Six Island,Ruin Valley,Ultra Ball,1,Overworld,Path
Kanto,Six Island,Ruin Valley,HP Up,1,Overworld,Path
Kanto,Six Island,Ruin Valley,Hyper Potion,1,Overworld,Path
Kanto,Six Island,Ruin Valley,Sapphire,1,Overworld,In the hole
Kanto,Seven Island,Main Town,TM - Swords Dance,1,NPC Gift,Tutor south of Mart
Kanto,Seven Island,Trainer Tower,Nanab Berry,1,Overworld,Outside
Kanto,Seven Island,Trainer Tower,Pearl,1,Hidden,Near sign
Kanto,Seven Island,Trainer Tower,Big Pearl,1,Hidden,Near sign
Kanto,Seven Island,Canyon Entrance,Rawst Berry,1,Overworld,Grass
Kanto,Seven Island,Sevault Canyon,Nugget,1,Overworld,Path
Kanto,Seven Island,Sevault Canyon,Max Elixir,1,Overworld,Grass
Kanto,Seven Island,Sevault Canyon,Elixir,1,Overworld,Path
Kanto,Seven Island,Sevault Canyon,Cheri Berry,1,Overworld,Path
Kanto,Seven Island,Sevault Canyon,Lucky Punch,1,NPC Gift,Inside the house
Kanto,Seven Island,Tanoby Ruins,Heart Scale,2,Hidden,Surf around ruins
Kanto,Seven Island,Tanoby Ruins,Stardust,1,Hidden,Surf around ruins
Kanto,Seven Island,Tanoby Ruins,Pearl,1,Hidden,Surf around ruins
Johto,New Bark Town,Prof. Elm's Lab,Potion,5,NPC Gift,Talk to Prof. Elm after picking starter
Johto,New Bark Town,Mom's House,Pokegear,1,NPC Gift,Talk to Mom
Johto,New Bark Town,Main Town,Potion,1,Hidden,North west corner of town
Johto,New Bark Town,NW House,Master Ball,1,NPC Gift,Received after getting 8 badges
Johto,Cherrygrove City,Main City,Running Shoes,1,NPC Gift,Given by Guide Gent
Johto,Cherrygrove City,Main City,Map Card,1,NPC Gift,Given by Guide Gent
Johto,Cherrygrove City,Main City,Mystic Water,1,NPC Gift,"Surf SW, talk to guy on land"
Johto,Cherrygrove City,Main City,Nugget,1,Hidden,Use Rock Climb NW
Johto,Violet City,Gym Area,Poké Ball,1,Hidden,North of gym
Johto,Violet City,Gym,TM - Roost,1,Gym,Defeat Gym Leader
Johto,Violet City,Pokemart,Mystery Egg,1,NPC Gift,Talk to the guy with glasses
Johto,Violet City,Main City,Hyper Potion,1,Hidden,Smash rock NE of Pokecenter
Johto,Violet City,Main City,YLW Apricorn,1,Overworld,From apricorn tree south of mart
Johto,Violet City,Water,Rare Candy,1,Overworld,Surf NE
Johto,Violet City,Water,PP Up,1,Overworld,Surf NW
Johto,Azalea Town,Gym Area,Full Heal,1,Hidden,East of Gym
Johto,Azalea Town,Pokecenter Area,WHT Apricorn,1,Overworld,From apricorn tree NW of PC
Johto,Azalea Town,Kurt's House,Fast Ball,1,NPC Gift,After Rockets are beaten
Johto,Azalea Town,Gym,TM - U-Turn,1,Gym,Defeat Gym Leader
Johto,Azalea Town,Charcoal Kiln,Charcoal,1,NPC Gift,Talk to the eastern apprentice
Johto,Goldenrod City,Dept. Store (5F),TM - Return,1,NPC Gift,"Sunday, show high happiness pokemon"
Johto,Goldenrod City,Dept. Store (B1F),Antidote,1,Hidden,Inside a box
Johto,Goldenrod City,Dept. Store (B1F),Super Potion,1,Hidden,Inside a big box
Johto,Goldenrod City,Dept. Store (B1F),Ultra Ball,1,Overworld,South east
Johto,Goldenrod City,Dept. Store (B1F),Ether,1,Overworld,South from first Machoke
Johto,Goldenrod City,Dept. Store (B1F),Parlyz Heal,1,Hidden,Inside a big box
Johto,Goldenrod City,Dept. Store (B1F),Burn Heal,1,Overworld,North east
Johto,Goldenrod City,Pokemart Area,Super Potion,1,Hidden,South east of Pokemart
Johto,Goldenrod City,Bike Shop,Bicycle,1,NPC Gift,Talk to the owner
Johto,Goldenrod City,PC North House,Coin Case,1,NPC Gift,Talk to middle guy
Johto,Goldenrod City,Underground,Fashion Case,1,NPC Gift,SW house down the stairs
Johto,Goldenrod City,Radio Tower,Radio Card,1,NPC Gift,"Answer quiz correctly (Y, Y, N, N, N)"
Johto,Goldenrod City,Gym,TM - Attract,1,Gym,Defeat Gym Leader
Johto,Goldenrod City,Flower Shop,Squirtbottle,1,NPC Gift,Next to Gym
Johto,Goldenrod City,House NE of Gym,Gracidea,1,NPC Gift,Show Shaymin as lead
Johto,Ecruteak City,House E of Gym,Dowsing MCHN,1,NPC Gift,Talk to guy inside
Johto,Ecruteak City,Dance Theater,HM-Surf,1,NPC Gift,Defeat Rocket Grunt
Johto,Ecruteak City,North East Area,Rare Candy,1,Hidden,Ground loot
Johto,Ecruteak City,Pokecenter Area,Hyper Potion,1,Hidden,NW of Pokecenter
Johto,Ecruteak City,Gym Area,Ultra Ball,1,Hidden,NW of Gym
Johto,Ecruteak City,Burned Tower Ent.,Ether,1,Hidden,Near temple entrance
Johto,Ecruteak City,Gym,TM - Shadow Ball,1,Gym,Defeat Gym Leader
Johto,Ecruteak City,Dance Theater,Clear Bell,1,NPC Gift,Defeat Kimono Girls
Johto,Olivine City,House N of PC,Good Rod,1,NPC Gift,Talk to Fisher
Johto,Olivine City,Pokemart Area,Full Heal,1,Hidden,In rock N of Pokemart
Johto,Olivine City,SW Building,Pearl,1,Hidden,Left room
Johto,Olivine City,Water,TM - Charge Beam,1,Overworld,Surf east
Johto,Olivine City,Gym,TM - Iron Tail,1,Gym,Defeat Gym Leader
Johto,Olivine City,Lighthouse Area,Rare Candy,1,Hidden,Rock climb NE of Lighthouse
Johto,Cianwood City,Main City,Revive,1,Hidden,Near NW house
Johto,Cianwood City,Pokecenter Area,Stardust,1,Hidden,North of PC
Johto,Cianwood City,Pharmacy,SecretPotion,1,NPC Gift,Talk to Pharmacist
Johto,Cianwood City,Gym,TM - Focus Punch,1,Gym,Defeat Gym Leader
Johto,Cianwood City,Main City,HM-Fly,1,NPC Gift,Given by Chuck's Wife
Johto,Mahogany Town,Gym,TM - Snowscape,1,Gym,Defeat Gym Leader
Johto,Blackthorn City,Main City,Soft Sand,1,NPC Gift,Saturday NPC (Arthur)
Johto,Blackthorn City,Main City,Snooze Ribbon,1,NPC Gift,Saturday NPC (Requires all 7 items)
Johto,Blackthorn City,House NE,Effort Ribbon,1,NPC Gift,Show pokemon with 510 EVs
Johto,Blackthorn City,House W of Mart,TM - Draco Meteor,1,NPC Gift,Move tutor
Johto,Route 29,Main Path,Potion,1,Overworld,Follow path NE
Johto,Route 29,Main Path,Poké Ball,5,NPC Gift,Received from rival event
Johto,Route 29,Main Path,GRN Apricorn,1,Overworld,From apricorn tree
Johto,Route 29,Main Path,TwistedSpoon,1,NPC Gift,Tuesday Beauty NPC (Tuscany)
Johto,Route 29,Main Path,Shock Ribbon,1,NPC Gift,Tuesday Beauty (Requires all 7 items)
Johto,Route 30,Main Path,Potion,1,Overworld,Follow path
Johto,Route 30,Apricorn House,Apricorn Box,1,NPC Gift,Talk to the guy
Johto,Route 30,Main Path,GRN Apricorn,1,Overworld,From apricorn tree
Johto,Route 30,Main Path,Antidote,1,Overworld,North of the house
Johto,Route 30,Mr. Pokemon's House,PNK Apricorn,1,Overworld,From apricorn tree
Johto,Route 30,Mr. Pokemon's House,Mystery Egg,1,NPC Gift,Talk to Mr. Pokemon
Johto,Route 30,Mr. Pokemon's House,Pokedex,1,NPC Gift,Talk to Prof. Oak
Johto,Route 30,Main Path,Potion,1,Hidden,North east step
Johto,Route 30,Mr. Pokemon's House,Exp. Share,1,NPC Gift,Give him the Red Scale
Johto,Route 30,Water,Nugget,1,Hidden,Surf SE
Johto,Route 31,Main Path,Potion,1,Overworld,Near the cave
Johto,Route 31,Main Path,BLK Apricorn,1,Overworld,From apricorn tree
Johto,Route 31,Main Path,Poké Ball,1,Overworld,South east
Johto,Route 31,Gate,Vs. Recorder,1,NPC Gift,Inside gate
Johto,Route 31,Main Path,TM - Rest,1,NPC Gift,Show guy Spearow with Grass Mail
Johto,Route 36,Main Path,HM-Rock Smash,1,NPC Gift,Talk to guy in pink shirt
Johto,Route 36,Main Path,Hard Stone,1,NPC Gift,Thursday NPC (Arthur)
Johto,Route 36,Main Path,Careless Ribbon,1,NPC Gift,Thursday NPC (Requires all 7 items)
Johto,Route 36,Main Path,BLU Apricorn,1,Overworld,From apricorn tree
Johto,Route 36,Main Path,Awakening,1,Hidden,In a tree
Johto,Route 36,Sudowoodo,Berry Pots,1,NPC Gift,Reward after tree fight
Johto,Route 36,Sudowoodo,Oran Berry,3,NPC Gift,Inside Berry Pots
Johto,Route 36,Sudowoodo,Pecha Berry,3,NPC Gift,Inside Berry Pots
Johto,Route 36,Main Path,Hyper Potion,1,Overworld,NW near trainer
Johto,Route 32,Main Path,Miracle Seed,1,NPC Gift,South east
Johto,Route 32,Main Path,Repel,1,Overworld,South west
Johto,Route 32,Main Path,Great Ball,1,Overworld,East step
Johto,Route 32,Main Path,TM - Bullet Seed,1,Overworld,South west
Johto,Route 32,Main Path,Poison Barb,1,NPC Gift,Friday NPC (Frieda)
Johto,Route 32,Main Path,Relax Ribbon,1,NPC Gift,Friday NPC (Requires all 7 items)
Johto,Route 32,Pokecenter,Old Rod,1,NPC Gift,Fisher in PC
Johto,Route 32,Pokecenter,Lure Ball,2,NPC Gift,Guy SW in PC
Johto,Route 32,Main Path,Shell Bell,1,Overworld,Smash rock
Johto,Route 32,Union Cave Ent.,Great Ball,1,Hidden,Near cave entrance
Johto,Route 32,Main Path,TM - Roar,1,NPC Gift,Guy in pink
Johto,Route 32,Main Path,Super Potion,1,Hidden,Near guy in pink
Johto,Route 32,Water,Heart Scale,1,Hidden,Surf east in a rock
Johto,Route 33,Main Path,PNK Apricorn,1,Overworld,From apricorn tree
Johto,Route 33,Main Path,BLK Apricorn,1,Overworld,From apricorn tree
Johto,Route 34,Gate,TM - Taunt,1,NPC Gift,Talk to girl with butterfree
Johto,Route 34,Main Path,Super Potion,1,Hidden,In tree near trainer
Johto,Route 34,Main Path,TM - ThunderPunch,1,Overworld,North of house
Johto,Route 34,Water,Water Stone,1,Overworld,Surf SW
Johto,Route 34,Water,Rare Candy,1,Hidden,Surf SW
Johto,Route 34,Water,Power Herb,1,NPC Gift,Defeat 3 trainers surfing
Johto,Route 35,Gate,Spearow,1,NPC Gift,Guard (Holding Grass Mail)
Johto,Route 35,Main Path,Parlyz Heal,1,Overworld,South west
Johto,Route 35,Main Path,TM - Air Cutter,1,Overworld,South east
Johto,Route 35,Gate,HP Up,1,NPC Gift,Talk to guard
Johto,Route 35,Water,GRN Apricorn,1,Overworld,Surf west
Johto,Route 35,Water,Nugget,1,Hidden,Surf north
Johto,Route 37,Main Path,RED Apricorn,1,Overworld,From apricorn tree
Johto,Route 37,Main Path,BLU Apricorn,1,Overworld,From apricorn tree
Johto,Route 37,Main Path,BLK Apricorn,1,Overworld,From apricorn tree
Johto,Route 37,Main Path,Magnet,1,NPC Gift,Sunday NPC (Sunny)
Johto,Route 37,Main Path,Smile Ribbon,1,NPC Gift,Sunday NPC (Requires all 7 items)
Johto,Route 38,Main Path,WHT Apricorn,1,Overworld,From apricorn tree
Johto,Route 38,Main Path,Max Potion,1,Overworld,East step
Johto,Route 39,Main Path,GRN Apricorn,1,Overworld,From apricorn tree
Johto,Route 39,Main Path,PP Up,1,Hidden,South of houses
Johto,Route 39,Main Path,X Attack,1,Hidden,Near 2 trees
Johto,Route 39,Main Path,Nugget,1,Hidden,South step
Johto,Route 39,Main Path,TM - Drain Punch,1,Overworld,West step
Johto,Route 39,Main Path,Metal Coat,1,Overworld,Use rock climb
Johto,Route 39,Main Path,HP Up,1,Hidden,NW of metal coat
Johto,Route 40,Main Path,Sharp Beak,1,NPC Gift,Monday NPC (Monica)
Johto,Route 40,Main Path,Alert Ribbon,1,NPC Gift,Monday NPC (Requires all 7 items)
Johto,Route 40,Land,TM - Razor Shell,1,Overworld,Surf SE
Johto,Route 40,Land,Hyper Potion,1,Hidden,Surf SE
Johto,Route 41,Water,Stardust,1,Hidden,Near Whirl Islands entrance
Johto,Route 41,Water,Stardust,1,Hidden,NW step
Johto,Route 41,Water,Stardust,1,Hidden,Near cave entrance
Johto,Route 41,Water,Stardust,1,Hidden,Near cave entrance
Johto,Route 41,Water,Max Ether,1,Hidden,NW step
Johto,Route 42,Main Path,TM - Icy Wind,1,Overworld,NE step
Johto,Route 42,Main Path,HM-Strength,1,NPC Gift,Mount Mortar exit event
Johto,Route 42,Main Path,PNK Apricorn,1,Overworld,From apricorn tree
Johto,Route 42,Main Path,GRN Apricorn,1,Overworld,From apricorn tree
Johto,Route 42,Main Path,YLW Apricorn,1,Overworld,From apricorn tree
Johto,Route 42,Main Path,Water Stone,1,Overworld,NE step
Johto,Route 42,Main Path,Max Potion,1,Hidden,In rock SE
Johto,Route 42,Mt Mortar Exit,Dubious Disc,1,Overworld,Outside room exit
Johto,Route 43,Main Path,Sun Stone,1,Overworld,South step
Johto,Route 43,Water,BLK Apricorn,1,Overworld,"Surf west, from apricorn tree"
Johto,Route 43,Gate,TM - Sludge Bomb,1,NPC Gift,Talk to guard
Johto,Route 44,Main Path,RED Apricorn,1,Overworld,From apricorn tree
Johto,Route 44,Main Path,Shiny Stone,1,Overworld,Floor loot
Johto,Route 44,Grass,Max Revive,1,Overworld,Surf NE
Johto,Route 44,Main Path,Ultra Ball,1,Overworld,Near trainer
Johto,Route 44,Main Path,Elixir,1,Hidden,SE step
Johto,Route 45,Main Path,Elixir,1,Overworld,South step
Johto,Route 45,Grass,Max Potion,1,Overworld,Jump ledge
Johto,Route 45,Main Path,Full Heal,1,Overworld,South step
Johto,Route 45,Main Path,Nugget,1,Overworld,Jump ledge
Johto,Route 45,Main Path,Revive,1,Overworld,South step
Johto,Route 45,Main Path,PP Up,1,Hidden,North step
Johto,Route 45,Main Path,GRN Apricorn,1,Overworld,From apricorn tree
Johto,Route 45,Ledges,PP Max,1,Hidden,Rock climb from Route 46
Johto,Route 46,Main Path,GRN Apricorn,1,Overworld,From apricorn tree
Johto,Route 46,Main Path,YLW Apricorn,1,Overworld,From apricorn tree
Johto,Route 46,Main Path,X Speed,1,Overworld,Floor loot
Johto,Route 47,Main Path,Revive,1,Overworld,West step
Johto,Route 47,Land,Pearl,1,Hidden,Surf SW
Johto,Route 47,Main Path,Thunder Stone,1,Overworld,Follow path
Johto,Route 47,Water,Fire Stone,1,Overworld,Up waterfall
Johto,Route 47,Cliff Cave Area,Stardust,1,Hidden,Rock climb SW
Johto,Route 47,Cliff Cave Area,Water Stone,1,Overworld,West step
Johto,Route 48,Main Path,Nugget,1,Overworld,SW step
Johto,Route 26,House,Super Rod,1,NPC Gift,Talk to Fisher
Johto,Route 26,Main Path,BLU Apricorn,1,Overworld,From apricorn tree
Johto,Route 26,Main Path,TinyMushroom,1,Hidden,Between trainers
Johto,Route 26,Main Path,Max Elixir,1,Overworld,Jump ledge
Johto,Route 27,Water,Rare Candy,1,Overworld,Surf W from cave
Johto,Route 27,House,TM - Sandstorm,1,NPC Gift,High happiness
Johto,Route 27,Water,TM - Power Whip,1,Overworld,Whirlpool puzzle
Johto,Route 27,Water,Electirizer,1,Overworld,Whirlpool puzzle
Johto,Route 27,Water,Revive,1,Hidden,East step
Johto,Route 27,Water,Nugget,1,Hidden,Surf SW
Johto,Route 27,Water,BigMushroom,1,Hidden,In rock
Johto,Route 28,House,TM - Steel Wing,1,NPC Gift,Talk to girl
Johto,Route 28,Grass,TM - Flamethrower,1,Overworld,East step
Johto,Route 28,Main Path,Rare Candy,1,Hidden,NE step
Johto,Sprout Tower,Floor 1,Parlyz Heal,1,Overworld,First floor
Johto,Sprout Tower,Floor 2,X Accuracy,1,Overworld,Second floor
Johto,Sprout Tower,Floor 3,Potion,1,Overworld,Third floor
Johto,Sprout Tower,Floor 3,Escape Rope,1,Overworld,Third floor NE
Johto,Sprout Tower,Top Floor,HM-Flash,1,NPC Gift,Defeat Sage
Johto,Union Cave,Floor 1,X Attack,1,Overworld,North
Johto,Union Cave,Basement 1,X Defend,1,Overworld,North
Johto,Union Cave,Basement 1,X Speed,1,Hidden,In a rock
Johto,Union Cave,Basement 1,TM - Metal Claw,1,Overworld,West
Johto,Union Cave,Basement 1,Great Ball,1,Hidden,In wall
Johto,Union Cave,Basement 1,Great Ball,1,Overworld,South east
Johto,Union Cave,Basement 1,Lure,1,Overworld,North west of trainer
Johto,Union Cave,Basement 1,Parlyz Heal,1,Hidden,In a rock
Johto,Union Cave,Basement 1,Awakening,1,Overworld,South east
Johto,Union Cave,Floor 1,Big Pearl,1,Hidden,"Surf NW, in a rock"
Johto,Union Cave,Basement 2,Moon Stone,1,Overworld,North east
Johto,Union Cave,Basement 2,Hyper Potion,1,Overworld,South east
Johto,Union Cave,Basement 2,Ultra Ball,1,Hidden,Near girl trainer
Johto,Union Cave,Basement 2,Calcium,1,Hidden,Near NPC
Johto,Union Cave,Basement 2,Revive,1,Hidden,Surf north in rock
Johto,Slowpoke Well,Basement 1,Super Potion,1,Overworld,Room west
Johto,Slowpoke Well,Basement 1,Super Potion,1,Hidden,In a rock
Johto,Slowpoke Well,Basement 1,Great Ball,1,Hidden,Near stairs
Johto,Slowpoke Well,Basement 2,Full Heal,1,Hidden,East step
Johto,Slowpoke Well,Basement 2,King's Rock,1,NPC Gift,Talk to guy
Johto,Slowpoke Well,Basement 2,TM - Iron Defense,1,Overworld,North east
Johto,Ilex Forest,Main Path,Revive,1,Overworld,South east
Johto,Ilex Forest,Main Path,TinyMushroom,1,Hidden,North east
Johto,Ilex Forest,Main Path,HM-Cut,1,NPC Gift,Farfetch'd quest
Johto,Ilex Forest,Near Water,Antidote,1,Hidden,Near water
Johto,Ilex Forest,Main Path,Leaf Stone,1,Overworld,South east
Johto,Ilex Forest,Main Path,Antidote,1,Overworld,North west
Johto,Ilex Forest,Main Path,Repel,1,Hidden,In flowers
Johto,Ilex Forest,Main Path,Super Potion,1,Hidden,East step
Johto,Ilex Forest,Main Path,TinyMushroom,1,Hidden,South east
Johto,Ilex Forest,Main Path,TM - Headbutt,1,NPC Gift,Talk to guy in pink shirt
Johto,Ilex Forest,Main Path,Ether,1,Overworld,North east
Johto,Ilex Forest,Main Path,TinyMushroom,1,Hidden,West step
Johto,Ilex Forest,Main Path,Full Heal,1,Hidden,West path
Johto,Ilex Forest,Main Path,Ether,1,Hidden,West path
Johto,Ilex Forest,North Water,BigMushroom,1,Hidden,Surf north
Johto,National Park,Fountain Area,Full Heal,1,Hidden,Near fountain
Johto,National Park,Main Park,Quick Claw,1,NPC Gift,Girl near Persian
Johto,National Park,Main Park,TM - Magical Leaf,1,Overworld,West path
Johto,National Park,Main Park,Full Heal,1,Hidden,South east step
Johto,National Park,Main Park,Soothe Bell,1,Overworld,Near trees
Johto,National Park,NE Trees,Leaf Stone,1,Overworld,Use rock climb
Johto,Burned Tower,Floor 1,Ether,1,Hidden,North west
Johto,Burned Tower,Floor 1,Fire Stone,1,Overworld,Near last item
Johto,Burned Tower,Floor 1,Ultra Ball,1,Hidden,South
Johto,Burned Tower,Floor 1,HP Up,1,Overworld,Near last item
Johto,Burned Tower,Basement 1,Antidote,1,Hidden,In rock
Johto,Burned Tower,Basement 1,TM - Fire Punch,1,Overworld,North west
Johto,Burned Tower,Basement 1,Revive,1,Hidden,In rock
Johto,Lighthouse,Various Floors,TM - Power Gem,1,Overworld,Floor loot
Johto,Lighthouse,Various Floors,Rare Candy,1,Overworld,Room east
Johto,Lighthouse,Various Floors,Ether,1,Overworld,Inside room
Johto,Lighthouse,Various Floors,Hyper Potion,1,Hidden,Inside room
Johto,Lighthouse,Various Floors,Thunder Stone,1,Overworld,Avoid trainer
Johto,Lighthouse,Top Floor,Super Potion,1,NPC Gift,Talk to Jasmine
Johto,Lake of Rage,Land,Full Restore,1,Hidden,Surf west
Johto,Lake of Rage,Water,Leaf Stone,1,Overworld,NW step
Johto,Lake of Rage,House,TM - Hidden Power,1,NPC Gift,Talk to guy
Johto,Lake of Rage,Main Path,TM - Hurricane,1,Overworld,NE of house
Johto,Lake of Rage,Water,Red Scale,1,Event,Defeat Red Gyarados
Johto,Lake of Rage,Main Path,Rare Candy,1,Hidden,NE of house
Johto,Lake of Rage,Water,Razor Claw,1,Overworld,Surf north
Johto,Lake of Rage,Water,Max Potion,1,Hidden,Near Razor Claw
Johto,Lake of Rage,Water,Full Heal,1,Overworld,Surf SW (Wednesday)
Johto,Lake of Rage,Trees,Max Revive,1,Overworld,Cut tree (Wednesday)
Johto,Lake of Rage,Trees,Full Restore,1,Overworld,Cut tree (Wednesday)
Johto,Lake of Rage,Main Path,Black Belt,1,NPC Gift,Wednesday NPC
Johto,Lake of Rage,Main Path,Downcast Ribbon,1,NPC Gift,Wednesday NPC (Requires all 7 items)
Johto,Rocket HQ,Basement 1,Up-Grade,1,Overworld,South path
Johto,Rocket HQ,Basement 1,Hyper Potion,1,Overworld,East step
Johto,Rocket HQ,Basement 1,Revive,1,Hidden,Near Hyper Potion
Johto,Rocket HQ,Basement 1,Nugget,1,Overworld,South path
Johto,Rocket HQ,Basement 1,Full Heal,1,Hidden,In box
Johto,Rocket HQ,Basement 2,X Special,1,Overworld,Near passwords
Johto,Rocket HQ,Basement 2,Protein,1,Overworld,Near passwords
Johto,Rocket HQ,Basement 2,TM - Foul Play,1,Overworld,North from scientist
Johto,Rocket HQ,Basement 2,Full Heal,1,Overworld,South near stairs
Johto,Rocket HQ,Basement 3,X Sp. Def,1,Hidden,South step
Johto,Rocket HQ,Basement 3,TM - Gunk Shot,1,Overworld,Down stairs
Johto,Rocket HQ,Basement 3,Ultra Ball,1,Overworld,South east
Johto,Rocket HQ,Transmit Room,HM-Whirlpool,1,Event,Defeat 3 Electrode
Johto,Radio Tower,Underground,Basement Key,1,NPC Gift,From Fake Director
Johto,Radio Tower,Underground,Metal Coat,1,Overworld,Near rockets
Johto,Radio Tower,Underground,Smoke Ball,1,Overworld,SW path
Johto,Radio Tower,Underground,Ultra Ball,1,Overworld,Follow path
Johto,Radio Tower,Underground,Max Potion,1,Hidden,In box
Johto,Radio Tower,Underground,Max Ether,1,Overworld,Follow path
Johto,Radio Tower,Underground,Revive,1,Hidden,In box
Johto,Radio Tower,Underground,TM - Earth Power,1,Overworld,From Rocket Grunt
Johto,Radio Tower,Underground,Card Key,1,NPC Gift,From Real Director
Johto,Radio Tower,Underground,Amulet Coin,1,Overworld,Up stairs NE
Johto,Radio Tower,Upper Floors,Thunder Stone,1,Overworld,Floor loot
Johto,Radio Tower,Top Floor,Rainbow Wing,1,NPC Gift,Defeat Boss
Johto,Radio Tower,Lower Floors,TM - Sunny Day,1,NPC Gift,Talk to girl
Johto,Radio Tower,Lower Floors,BrightPowder,1,NPC Gift,Talk to pink hair girl
Johto,Ice Path,Ice Floor 1,Max Potion,1,Hidden,In rock
Johto,Ice Path,Ice Floor 1,HM-Waterfall,1,Overworld,Slide puzzle
Johto,Ice Path,Ice Floor 1,Ice Heal,1,Hidden,Near guy
Johto,Ice Path,Basement 1,Carbos,1,Hidden,In wall
Johto,Ice Path,Basement 1,Max Potion,1,Overworld,Slide puzzle
Johto,Ice Path,Basement 1,Full Heal,1,Overworld,Slide puzzle
Johto,Ice Path,Basement 2,NeverMeltIce,1,Overworld,Floor loot
Johto,Ice Path,Basement 2,TM - Ice Punch,1,Overworld,Slide puzzle
Johto,Ice Path,Basement 2,Revive,1,Hidden,In rock
Johto,Ice Path,Basement 2,Iron,1,Overworld,Push boulder
Johto,Ice Path,Basement 3,Protein,1,Overworld,Floor loot
Johto,Ice Path,Basement 3,PP Up,1,Overworld,Slide puzzle
Johto,Dragon's Den,Cave,Revive,1,Hidden,In rock
Johto,Dragon's Den,Cave,Calcium,1,Overworld,SE of trainer
Johto,Dragon's Den,Cave,Max Elixir,1,Hidden,Near house
Johto,Dragon's Den,Cave,Max Potion,1,Hidden,In rock
Johto,Dragon's Den,Cave,Max Elixir,1,Overworld,Surf SW
Johto,Dragon's Den,Cave,Dragon Fang,1,Overworld,North past whirlpool
Johto,Dragon's Den,Water,TM - Dragon Pulse,1,NPC Gift,Event outside house
Johto,Dragon's Den,Water,Dratini,1,NPC Gift,Given by old guy
Johto,Bellchime Trail,Main Path,TinyMushroom,1,Hidden,Floor loot
Johto,Bellchime Trail,Main Path,TinyMushroom,1,Hidden,Floor loot
Johto,Bellchime Trail,Main Path,BigMushroom,1,Hidden,Floor loot
Johto,Bellchime Trail,Main Path,TinyMushroom,1,Hidden,Near tower
Johto,Bellchime Trail,Main Path,BigMushroom,1,Hidden,Near tower
Johto,Bell Tower,Lower Floors,Full Heal,1,Overworld,Floor loot
Johto,Bell Tower,Lower Floors,Max Potion,1,Hidden,North of pillar
Johto,Bell Tower,Lower Floors,Ultra Ball,1,Overworld,Floor loot
Johto,Bell Tower,Lower Floors,PP Up,1,Overworld,Floor loot
Johto,Bell Tower,Lower Floors,Escape Rope,1,Overworld,Floor loot
Johto,Bell Tower,Upper Floors,Rare Candy,1,Overworld,Jump puzzles
Johto,Bell Tower,Upper Floors,Full Restore,1,Hidden,Jump puzzles
Johto,Bell Tower,Upper Floors,Max Potion,1,Overworld,Jump puzzles
Johto,Bell Tower,Upper Floors,Full Heal,1,Overworld,Jump puzzles
Johto,Bell Tower,Upper Floors,Max Revive,1,Overworld,Jump puzzles
Johto,Bell Tower,Portal Area,Max Elixir,1,Overworld,Portal puzzle
Johto,Bell Tower,Portal Area,Nugget,1,Overworld,Portal puzzle
Johto,Bell Tower,Portal Area,HP Up,1,Overworld,Portal puzzle
Johto,Bell Tower,Portal Area,Carbos,1,Hidden,Portal puzzle
Johto,Bell Tower,Portal Area,Full Restore,1,Overworld,Portal puzzle
Johto,Bell Tower,Roof,Sacred Ash,1,Event,Defeat Ho-oh
Johto,Tohjo Falls,Cave,Moon Stone,1,Overworld,Waterfall puzzle
Johto,Victory Road,Cave,Razor Fang,1,Overworld,Follow path
Johto,Victory Road,Cave,Full Heal,1,Hidden,NW step
Johto,Victory Road,Cave,Fire Stone,1,Overworld,SE step
Johto,Victory Road,Cave,Max Potion,1,Hidden,In wall
Johto,Victory Road,Cave,Max Revive,1,Overworld,East step
Johto,Victory Road,Cave,Max Revive,1,Hidden,In rock
Johto,Victory Road,Cave,Hyper Potion,1,Hidden,In rock
Johto,Victory Road,Cave,Ultra Ball,1,Hidden,In hole
Johto,Victory Road,Cave,Full Restore,1,Overworld,Push boulder
Johto,Victory Road,Cave,HM-Rock Climb,1,Overworld,Follow path
Johto,Victory Road,Cave,Zinc,1,Hidden,In wall
Johto,Victory Road,Cave,HP Up,1,Overworld,In hole
Johto,Victory Road,Cave,PP Up,1,Hidden,Near hole
