pokemon_id,move_id,move_name,learn_method,learn_level
47,290,Secret Power,move_learner_tools,
47,15,Cut,move_learner_tools,
47,14,Swords Dance,move_learner_tools,
47,148,Flash,move_learner_tools,
47,282,Knock Off,move_learner_tools,
47,280,Brick Break,move_learner_tools,
47,416,Giga Impact,move_learner_tools,
47,141,Leech Life,move_learner_tools,
47,412,Energy Ball,move_learner_tools,
47,228,Pursuit,egg_moves,
47,175,Flail,egg_moves,
47,469,Wide Guard,egg_moves,
48,33,Tackle,level,1
48,50,Disable,level,1
48,193,Foresight,level,1
48,522,Struggle Bug,level,1
48,48,Supersonic,level,5
48,93,Confusion,level,11
48,77,PoisonPowder,level,13
48,78,Stun Spore,level,16
48,60,Psybeam,level,17
48,79,Sleep Powder,level,24
48,324,Signal Beam,level,25
48,72,Mega Drain,level,25
48,405,Bug Buzz,level,25
48,141,Leech Life,level,28
48,94,Psychic,level,32
48,428,Zen Headbutt,level,37
48,305,Poison Fang,level,41
48,476,Rage Powder,egg_moves,
48,234,Morning Sun,egg_moves,
48,81,String Shot,move_tutor,
48,173,Snore,move_tutor,
48,324,Signal Beam,move_tutor,
48,287,Refresh,special_moves,
48,104,Double Team,move_learner_tools,
48,226,Baton Pass,move_learner_tools,
48,405,Bug Buzz,move_learner_tools,
48,129,Swift,move_learner_tools,
48,263,Facade,move_learner_tools,
48,148,Flash,move_learner_tools,
48,117,Bide,move_learner_tools,
48,390,Toxic Spikes,move_learner_tools,
48,115,Reflect,move_learner_tools,
48,522,Struggle Bug,move_learner_tools,
48,109,Confuse Ray,move_learner_tools,
48,241,Sunny Day,move_learner_tools,
48,103,Screech,move_learner_tools,
48,102,Mimic,move_learner_tools,
48,101,Night Shade,move_learner_tools,
48,237,Hidden Power,move_learner_tools,
48,99,Rage,move_learner_tools,
48,97,Agility,move_learner_tools,
48,94,Psychic,move_learner_tools,
48,230,Sweet Scent,move_learner_tools,
48,92,Toxic,move_learner_tools,
48,363,Natural Gift,move_learner_tools,
48,496,Round,move_learner_tools,
48,218,Frustration,move_learner_tools,
48,491,Acid Spray,move_learner_tools,
48,216,Return,move_learner_tools,
48,214,Sleep Talk,move_learner_tools,
48,213,Attract,move_learner_tools,
48,72,Mega Drain,move_learner_tools,
48,207,Swagger,move_learner_tools,
48,203,Endure,move_learner_tools,
48,202,Giga Drain,move_learner_tools,
48,474,Venoshock,move_learner_tools,
48,60,Psybeam,move_learner_tools,
48,76,SolarBeam,move_learner_tools,
48,188,Sludge Bomb,move_learner_tools,
48,182,Protect,move_learner_tools,
48,450,Bug Bite,move_learner_tools,
48,38,Double-Edge,move_learner_tools,
48,174,Curse,move_learner_tools,
48,36,Take Down,move_learner_tools,
48,445,Captivate,move_learner_tools,
48,168,Thief,move_learner_tools,
48,29,Headbutt,move_learner_tools,
48,164,Substitute,move_learner_tools,
48,156,Rest,move_learner_tools,
48,428,Zen Headbutt,move_learner_tools,
48,290,Secret Power,move_learner_tools,
48,149,Psywave,move_learner_tools,
48,285,Skill Swap,move_learner_tools,
48,283,Endeavor,move_learner_tools,
48,141,Leech Life,move_learner_tools,
48,412,Energy Ball,move_learner_tools,
49,33,Tackle,level,1
49,48,Supersonic,level,1
49,50,Disable,level,1
49,193,Foresight,level,1
49,318,Silver Wind,level,1
49,405,Bug Buzz,level,1
49,483,Quiver Dance,level,1
49,16,Gust,level,1
49,18,Whirlwind,level,1
49,522,Struggle Bug,level,1
49,97,Agility,level,1
49,103,Screech,level,1
49,93,Confusion,level,1
49,48,Supersonic,level,5
49,93,Confusion,level,11
49,77,PoisonPowder,level,13
49,78,Stun Spore,level,16
49,60,Psybeam,level,17
49,79,Sleep Powder,level,24
49,324,Signal Beam,level,25
49,72,Mega Drain,level,25
49,405,Bug Buzz,level,25
49,141,Leech Life,level,28
49,16,Gust,level,31
49,94,Psychic,level,37
49,428,Zen Headbutt,level,41
49,305,Poison Fang,level,47
49,483,Quiver Dance,level,55
49,81,String Shot,move_tutor,
49,173,Snore,move_tutor,
49,239,Twister,move_tutor,
49,466,Ominous Wind,move_tutor,
49,324,Signal Beam,move_tutor,
49,287,Refresh,special_moves,
49,156,Rest,move_learner_tools,
49,203,Endure,move_learner_tools,
49,482,Sludge Wave,move_learner_tools,
49,318,Silver Wind,move_learner_tools,
49,314,Air Cutter,move_learner_tools,
49,149,Psywave,move_learner_tools,
49,474,Venoshock,move_learner_tools,
49,141,Leech Life,move_learner_tools,
49,138,Dream Eater,move_learner_tools,
49,13,Razor Wind,move_learner_tools,
49,29,Headbutt,move_learner_tools,
49,129,Swift,move_learner_tools,
49,290,Secret Power,move_learner_tools,
49,450,Bug Bite,move_learner_tools,
49,285,Skill Swap,move_learner_tools,
49,283,Endeavor,move_learner_tools,
49,445,Captivate,move_learner_tools,
49,117,Bide,move_learner_tools,
49,115,Reflect,move_learner_tools,
49,109,Confuse Ray,move_learner_tools,
49,432,Defog,move_learner_tools,
49,104,Double Team,move_learner_tools,
49,103,Screech,move_learner_tools,
49,428,Zen Headbutt,move_learner_tools,
49,101,Night Shade,move_learner_tools,
49,263,Facade,move_learner_tools,
49,99,Rage,move_learner_tools,
49,63,Hyper Beam,move_learner_tools,
49,97,Agility,move_learner_tools,
49,94,Psychic,move_learner_tools,
49,92,Toxic,move_learner_tools,
49,416,Giga Impact,move_learner_tools,
49,412,Energy Ball,move_learner_tools,
49,405,Bug Buzz,move_learner_tools,
49,241,Sunny Day,move_learner_tools,
49,403,Air Slash,move_learner_tools,
49,76,SolarBeam,move_learner_tools,
49,237,Hidden Power,move_learner_tools,
49,72,Mega Drain,move_learner_tools,
49,230,Sweet Scent,move_learner_tools,
49,390,Toxic Spikes,move_learner_tools,
49,226,Baton Pass,move_learner_tools,
49,100,Teleport,move_learner_tools,
49,60,Psybeam,move_learner_tools,
49,102,Mimic,move_learner_tools,
49,218,Frustration,move_learner_tools,
49,216,Return,move_learner_tools,
49,214,Sleep Talk,move_learner_tools,
49,213,Attract,move_learner_tools,
49,207,Swagger,move_learner_tools,
49,369,U-turn,move_learner_tools,
49,366,Tailwind,move_learner_tools,
49,202,Giga Drain,move_learner_tools,
49,38,Double-Edge,move_learner_tools,
49,363,Natural Gift,move_learner_tools,
49,36,Take Down,move_learner_tools,
49,522,Struggle Bug,move_learner_tools,
49,355,Roost,move_learner_tools,
49,188,Sludge Bomb,move_learner_tools,
49,512,Acrobatics,move_learner_tools,
49,182,Protect,move_learner_tools,
49,18,Whirlwind,move_learner_tools,
49,148,Flash,move_learner_tools,
49,174,Curse,move_learner_tools,
49,496,Round,move_learner_tools,
49,332,Aerial Ace,move_learner_tools,
49,168,Thief,move_learner_tools,
49,491,Acid Spray,move_learner_tools,
49,164,Substitute,move_learner_tools,
49,16,Gust,on_evolution,
49,403,Air Slash,on_evolution,
49,476,Rage Powder,egg_moves,
49,234,Morning Sun,egg_moves,
50,10,Scratch,level,1
50,28,Sand-Attack,level,1
50,45,Growl,level,4
50,310,Astonish,level,8
50,97,Agility,level,12
50,189,Mud-Slap,level,12
50,222,Magnitude,level,14
50,154,Fury Swipes,level,15
50,523,Bulldoze,level,16
50,91,Dig,level,18
50,389,Sucker Punch,level,20
50,163,Slash,level,21
50,426,Mud Bomb,level,25
50,201,Sandstorm,level,28
50,89,Earthquake,level,29
50,90,Fissure,level,33
50,414,Earth Power,level,36
50,262,Memento,egg_moves,
50,515,Final Gambit,egg_moves,
50,228,Pursuit,egg_moves,
50,389,Sucker Punch,move_tutor,
50,246,AncientPower,move_tutor,
50,173,Snore,move_tutor,
50,185,Faint Attack,move_tutor,
50,104,Double Team,move_learner_tools,
50,249,Rock Smash,move_learner_tools,
50,270,Helping Hand,move_learner_tools,
50,263,Facade,move_learner_tools,
50,117,Bide,move_learner_tools,
50,253,Uproar,move_learner_tools,
50,526,Work Up,move_learner_tools,
50,251,Beat Up,move_learner_tools,
50,523,Bulldoze,move_learner_tools,
50,241,Sunny Day,move_learner_tools,
50,103,Screech,move_learner_tools,
50,102,Mimic,move_learner_tools,
50,34,Body Slam,move_learner_tools,
50,237,Hidden Power,move_learner_tools,
50,99,Rage,move_learner_tools,
50,372,Assurance,move_learner_tools,
50,97,Agility,move_learner_tools,
50,92,Toxic,move_learner_tools,
50,502,Ally Switch,move_learner_tools,
50,90,Fissure,move_learner_tools,
50,363,Natural Gift,move_learner_tools,
50,497,Echoed Voice,move_learner_tools,
50,496,Round,move_learner_tools,
50,492,Foul Play,move_learner_tools,
50,216,Return,move_learner_tools,
50,214,Sleep Talk,move_learner_tools,
50,350,Rock Blast,move_learner_tools,
50,207,Swagger,move_learner_tools,
50,479,Smack Down,move_learner_tools,
50,341,Mud Shot,move_learner_tools,
50,203,Endure,move_learner_tools,
50,204,Charm,move_learner_tools,
50,332,Aerial Ace,move_learner_tools,
50,468,Hone Claws,move_learner_tools,
50,213,Attract,move_learner_tools,
50,328,Sand Tomb,move_learner_tools,
50,189,Mud-Slap,move_learner_tools,
50,188,Sludge Bomb,move_learner_tools,
50,218,Frustration,move_learner_tools,
50,89,Earthquake,move_learner_tools,
50,182,Protect,move_learner_tools,
50,91,Dig,move_learner_tools,
50,317,Rock Tomb,move_learner_tools,
50,179,Reversal,move_learner_tools,
50,38,Double-Edge,move_learner_tools,
50,174,Curse,move_learner_tools,
50,36,Take Down,move_learner_tools,
50,446,Stealth Rock,move_learner_tools,
50,445,Captivate,move_learner_tools,
50,444,Stone Edge,move_learner_tools,
50,168,Thief,move_learner_tools,
50,29,Headbutt,move_learner_tools,
50,164,Substitute,move_learner_tools,
50,157,Rock Slide,move_learner_tools,
50,156,Rest,move_learner_tools,
50,290,Secret Power,move_learner_tools,
50,15,Cut,move_learner_tools,
50,14,Swords Dance,move_learner_tools,
50,421,Shadow Claw,move_learner_tools,
50,283,Endeavor,move_learner_tools,
50,414,Earth Power,move_learner_tools,
50,201,Sandstorm,move_learner_tools,
51,10,Scratch,level,1
51,28,Sand-Attack,level,1
51,45,Growl,level,1
51,97,Agility,level,1
51,310,Astonish,level,1
51,328,Sand Tomb,level,1
51,400,Night Slash,level,1
51,161,Tri Attack,level,1
51,103,Screech,level,1
51,45,Growl,level,4
51,310,Astonish,level,7
51,97,Agility,level,12
51,189,Mud-Slap,level,12
51,222,Magnitude,level,14
51,154,Fury Swipes,level,15
51,523,Bulldoze,level,16
51,91,Dig,level,18
51,389,Sucker Punch,level,20
51,163,Slash,level,21
51,426,Mud Bomb,level,25
51,328,Sand Tomb,level,26
51,201,Sandstorm,level,30
51,89,Earthquake,level,35
51,414,Earth Power,level,42
51,90,Fissure,level,45
51,389,Sucker Punch,move_tutor,
51,246,AncientPower,move_tutor,
51,173,Snore,move_tutor,
51,185,Faint Attack,move_tutor,
51,104,Double Team,move_learner_tools,
51,249,Rock Smash,move_learner_tools,
51,270,Helping Hand,move_learner_tools,
51,263,Facade,move_learner_tools,
51,117,Bide,move_learner_tools,
51,253,Uproar,move_learner_tools,
51,526,Work Up,move_learner_tools,
51,251,Beat Up,move_learner_tools,
51,523,Bulldoze,move_learner_tools,
51,241,Sunny Day,move_learner_tools,
51,103,Screech,move_learner_tools,
51,102,Mimic,move_learner_tools,
51,34,Body Slam,move_learner_tools,
51,237,Hidden Power,move_learner_tools,
51,99,Rage,move_learner_tools,
51,372,Assurance,move_learner_tools,
51,97,Agility,move_learner_tools,
51,92,Toxic,move_learner_tools,
51,502,Ally Switch,move_learner_tools,
51,90,Fissure,move_learner_tools,
51,363,Natural Gift,move_learner_tools,
51,497,Echoed Voice,move_learner_tools,
51,496,Round,move_learner_tools,
51,492,Foul Play,move_learner_tools,
51,216,Return,move_learner_tools,
51,214,Sleep Talk,move_learner_tools,
51,350,Rock Blast,move_learner_tools,
51,482,Sludge Wave,move_learner_tools,
51,207,Swagger,move_learner_tools,
51,479,Smack Down,move_learner_tools,
51,341,Mud Shot,move_learner_tools,
51,203,Endure,move_learner_tools,
51,204,Charm,move_learner_tools,
51,63,Hyper Beam,move_learner_tools,
51,332,Aerial Ace,move_learner_tools,
51,468,Hone Claws,move_learner_tools,
51,213,Attract,move_learner_tools,
51,328,Sand Tomb,move_learner_tools,
51,189,Mud-Slap,move_learner_tools,
51,188,Sludge Bomb,move_learner_tools,
51,218,Frustration,move_learner_tools,
51,89,Earthquake,move_learner_tools,
51,182,Protect,move_learner_tools,
51,91,Dig,move_learner_tools,
51,317,Rock Tomb,move_learner_tools,
51,179,Reversal,move_learner_tools,
51,38,Double-Edge,move_learner_tools,
51,174,Curse,move_learner_tools,
51,36,Take Down,move_learner_tools,
51,446,Stealth Rock,move_learner_tools,
51,445,Captivate,move_learner_tools,
51,444,Stone Edge,move_learner_tools,
51,168,Thief,move_learner_tools,
51,29,Headbutt,move_learner_tools,
51,164,Substitute,move_learner_tools,
51,161,Tri Attack,move_learner_tools,
51,157,Rock Slide,move_learner_tools,
51,156,Rest,move_learner_tools,
51,290,Secret Power,move_learner_tools,
51,15,Cut,move_learner_tools,
51,14,Swords Dance,move_learner_tools,
51,421,Shadow Claw,move_learner_tools,
51,283,Endeavor,move_learner_tools,
51,416,Giga Impact,move_learner_tools,
51,414,Earth Power,move_learner_tools,
51,201,Sandstorm,move_learner_tools,
51,328,Sand Tomb,on_evolution,
51,161,Tri Attack,on_evolution,
51,262,Memento,egg_moves,
51,515,Final Gambit,egg_moves,
51,228,Pursuit,egg_moves,
52,10,Scratch,level,1
52,45,Growl,level,1
52,252,Fake Out,level,1
52,44,Bite,level,1
52,44,Bite,level,3
52,364,Feint,level,4
52,252,Fake Out,level,6
52,10,Scratch,level,8
52,269,Taunt,level,9
52,6,Pay Day,level,12
52,154,Fury Swipes,level,19
52,185,Faint Attack,level,22
52,103,Screech,level,23
52,372,Assurance,level,24
52,163,Slash,level,27
52,417,Nasty Plot,level,31
52,207,Swagger,level,45
52,445,Captivate,level,46
52,400,Night Slash,level,49
52,274,Assist,egg_moves,
52,386,Punishment,egg_moves,
52,316,Odor Sleuth,egg_moves,
52,39,Tail Whip,egg_moves,
52,175,Flail,egg_moves,
52,252,Fake Out,move_tutor,
52,343,Covet,move_tutor,
52,387,Last Resort,move_tutor,
52,173,Snore,move_tutor,
52,171,Nightmare,move_tutor,
52,111,Defense Curl,move_tutor,
52,95,Hypnosis,move_tutor,
52,185,Faint Attack,move_tutor,
52,80,Petal Dance,special_moves,
52,47,Sing,special_moves,
52,168,Thief,move_learner_tools,
52,313,Fake Tears,move_learner_tools,
52,174,Curse,move_learner_tools,
52,352,Water Pulse,move_learner_tools,
52,351,Shock Wave,move_learner_tools,
52,526,Work Up,move_learner_tools,
52,164,Substitute,move_learner_tools,
52,192,Zap Cannon,move_learner_tools,
52,514,Retaliate,move_learner_tools,
52,197,Detect,move_learner_tools,
52,332,Aerial Ace,move_learner_tools,
52,103,Screech,move_learner_tools,
52,148,Flash,move_learner_tools,
52,34,Body Slam,move_learner_tools,
52,497,Echoed Voice,move_learner_tools,
52,496,Round,move_learner_tools,
52,492,Foul Play,move_learner_tools,
52,133,Amnesia,move_learner_tools,
52,220,Pain Split,move_learner_tools,
52,130,Skull Bash,move_learner_tools,
52,289,Snatch,move_learner_tools,
52,304,Hyper Voice,move_learner_tools,
52,117,Bide,move_learner_tools,
52,61,BubbleBeam,move_learner_tools,
52,290,Secret Power,move_learner_tools,
52,468,Hone Claws,move_learner_tools,
52,283,Endeavor,move_learner_tools,
52,282,Knock Off,move_learner_tools,
52,102,Mimic,move_learner_tools,
52,99,Rage,move_learner_tools,
52,97,Agility,move_learner_tools,
52,92,Toxic,move_learner_tools,
52,270,Helping Hand,move_learner_tools,
52,269,Taunt,move_learner_tools,
52,445,Captivate,move_learner_tools,
52,91,Dig,move_learner_tools,
52,85,Thunderbolt,move_learner_tools,
52,263,Facade,move_learner_tools,
52,441,Gunk Shot,move_learner_tools,
52,259,Torment,move_learner_tools,
52,138,Dream Eater,move_learner_tools,
52,253,Uproar,move_learner_tools,
52,104,Double Team,move_learner_tools,
52,247,Shadow Ball,move_learner_tools,
52,244,Psych Up,move_learner_tools,
52,421,Shadow Claw,move_learner_tools,
52,241,Sunny Day,move_learner_tools,
52,240,Rain Dance,move_learner_tools,
52,417,Nasty Plot,move_learner_tools,
52,237,Hidden Power,move_learner_tools,
52,55,Water Gun,move_learner_tools,
52,232,Metal Claw,move_learner_tools,
52,231,Iron Tail,move_learner_tools,
52,408,Power Gem,move_learner_tools,
52,129,Swift,move_learner_tools,
52,402,Seed Bomb,move_learner_tools,
52,399,Dark Pulse,move_learner_tools,
52,218,Frustration,move_learner_tools,
52,38,Double-Edge,move_learner_tools,
52,216,Return,move_learner_tools,
52,36,Take Down,move_learner_tools,
52,214,Sleep Talk,move_learner_tools,
52,213,Attract,move_learner_tools,
52,29,Headbutt,move_learner_tools,
52,207,Swagger,move_learner_tools,
52,206,False Swipe,move_learner_tools,
52,204,Charm,move_learner_tools,
52,203,Endure,move_learner_tools,
52,156,Rest,move_learner_tools,
52,555,Snarl,move_learner_tools,
52,196,Icy Wind,move_learner_tools,
52,15,Cut,move_learner_tools,
52,372,Assurance,move_learner_tools,
52,371,Payback,move_learner_tools,
52,369,U-turn,move_learner_tools,
52,189,Mud-Slap,move_learner_tools,
52,6,Pay Day,move_learner_tools,
52,363,Natural Gift,move_learner_tools,
52,86,Thunder Wave,move_learner_tools,
52,182,Protect,move_learner_tools,
52,87,Thunder,move_learner_tools,
52,180,Spite,move_learner_tools,
53,10,Scratch,level,1
53,44,Bite,level,1
53,45,Growl,level,1
53,252,Fake Out,level,1
53,364,Feint,level,1
53,408,Power Gem,level,1
53,415,Switcheroo,level,1
53,129,Swift,level,1
53,133,Amnesia,level,1
53,95,Hypnosis,level,1
53,44,Bite,level,3
53,252,Fake Out,level,6
53,269,Taunt,level,9
53,6,Pay Day,level,12
53,364,Feint,level,15
53,154,Fury Swipes,level,19
53,185,Faint Attack,level,22
53,103,Screech,level,23
53,372,Assurance,level,24
53,163,Slash,level,27
53,129,Swift,level,28
53,408,Power Gem,level,32
53,417,Nasty Plot,level,37
53,445,Captivate,level,56
53,207,Swagger,level,61
53,400,Night Slash,level,61
53,252,Fake Out,move_tutor,
53,343,Covet,move_tutor,
53,387,Last Resort,move_tutor,
53,173,Snore,move_tutor,
53,171,Nightmare,move_tutor,
53,111,Defense Curl,move_tutor,
53,95,Hypnosis,move_tutor,
53,185,Faint Attack,move_tutor,
53,80,Petal Dance,special_moves,
53,47,Sing,special_moves,
53,168,Thief,move_learner_tools,
53,313,Fake Tears,move_learner_tools,
53,174,Curse,move_learner_tools,
53,352,Water Pulse,move_learner_tools,
53,351,Shock Wave,move_learner_tools,
53,526,Work Up,move_learner_tools,
53,164,Substitute,move_learner_tools,
53,15,Cut,move_learner_tools,
53,192,Zap Cannon,move_learner_tools,
53,514,Retaliate,move_learner_tools,
53,197,Detect,move_learner_tools,
53,332,Aerial Ace,move_learner_tools,
53,103,Screech,move_learner_tools,
53,148,Flash,move_learner_tools,
53,34,Body Slam,move_learner_tools,
53,497,Echoed Voice,move_learner_tools,
53,496,Round,move_learner_tools,
53,492,Foul Play,move_learner_tools,
53,133,Amnesia,move_learner_tools,
53,220,Pain Split,move_learner_tools,
53,130,Skull Bash,move_learner_tools,
53,289,Snatch,move_learner_tools,
53,304,Hyper Voice,move_learner_tools,
53,117,Bide,move_learner_tools,
53,61,BubbleBeam,move_learner_tools,
53,237,Hidden Power,move_learner_tools,
53,63,Hyper Beam,move_learner_tools,
53,290,Secret Power,move_learner_tools,
53,468,Hone Claws,move_learner_tools,
53,283,Endeavor,move_learner_tools,
53,282,Knock Off,move_learner_tools,
53,102,Mimic,move_learner_tools,
53,99,Rage,move_learner_tools,
53,97,Agility,move_learner_tools,
53,92,Toxic,move_learner_tools,
53,270,Helping Hand,move_learner_tools,
53,269,Taunt,move_learner_tools,
53,445,Captivate,move_learner_tools,
53,91,Dig,move_learner_tools,
53,85,Thunderbolt,move_learner_tools,
53,263,Facade,move_learner_tools,
53,441,Gunk Shot,move_learner_tools,
53,259,Torment,move_learner_tools,
53,138,Dream Eater,move_learner_tools,
53,253,Uproar,move_learner_tools,
53,104,Double Team,move_learner_tools,
53,247,Shadow Ball,move_learner_tools,
53,244,Psych Up,move_learner_tools,
53,421,Shadow Claw,move_learner_tools,
53,241,Sunny Day,move_learner_tools,
53,240,Rain Dance,move_learner_tools,
53,417,Nasty Plot,move_learner_tools,
53,416,Giga Impact,move_learner_tools,
53,55,Water Gun,move_learner_tools,
53,232,Metal Claw,move_learner_tools,
53,231,Iron Tail,move_learner_tools,
53,408,Power Gem,move_learner_tools,
53,129,Swift,move_learner_tools,
53,46,Roar,move_learner_tools,
53,402,Seed Bomb,move_learner_tools,
53,399,Dark Pulse,move_learner_tools,
53,218,Frustration,move_learner_tools,
53,38,Double-Edge,move_learner_tools,
53,216,Return,move_learner_tools,
53,36,Take Down,move_learner_tools,
53,214,Sleep Talk,move_learner_tools,
53,213,Attract,move_learner_tools,
53,29,Headbutt,move_learner_tools,
53,207,Swagger,move_learner_tools,
53,206,False Swipe,move_learner_tools,
53,204,Charm,move_learner_tools,
53,203,Endure,move_learner_tools,
53,156,Rest,move_learner_tools,
53,555,Snarl,move_learner_tools,
53,196,Icy Wind,move_learner_tools,
53,373,Embargo,move_learner_tools,
53,372,Assurance,move_learner_tools,
53,371,Payback,move_learner_tools,
53,369,U-turn,move_learner_tools,
53,189,Mud-Slap,move_learner_tools,
53,6,Pay Day,move_learner_tools,
53,363,Natural Gift,move_learner_tools,
53,86,Thunder Wave,move_learner_tools,
53,182,Protect,move_learner_tools,
53,87,Thunder,move_learner_tools,
53,180,Spite,move_learner_tools,
53,408,Power Gem,on_evolution,
53,129,Swift,on_evolution,
53,274,Assist,egg_moves,
53,386,Punishment,egg_moves,
53,316,Odor Sleuth,egg_moves,
53,39,Tail Whip,egg_moves,
53,175,Flail,egg_moves,
54,10,Scratch,level,1
54,39,Tail Whip,level,1
54,346,Water Sport,level,1
54,145,Bubble,level,1
54,55,Water Gun,level,3
54,39,Tail Whip,level,4
54,93,Confusion,level,6
54,154,Fury Swipes,level,9
54,352,Water Pulse,level,12
54,50,Disable,level,15
54,428,Zen Headbutt,level,18
54,95,Hypnosis,level,18
54,103,Screech,level,21
54,401,Aqua Tail,level,24
54,487,Soak,level,27
54,60,Psybeam,level,27
54,244,Psych Up,level,30
54,133,Amnesia,level,34
54,56,Hydro Pump,level,36
54,57,Surf,level,36
54,472,Wonder Room,level,39
54,499,Clear Smog,egg_moves,
54,426,Mud Bomb,egg_moves,
54,287,Refresh,egg_moves,
54,493,Simple Beam,egg_moves,
54,193,Foresight,egg_moves,
54,238,Cross Chop,egg_moves,
54,281,Yawn,egg_moves,
54,485,Synchronoise,egg_moves,
54,388,Worry Seed,move_tutor,
54,272,Role Play,move_tutor,
54,472,Wonder Room,move_tutor,
54,401,Aqua Tail,move_tutor,
54,173,Snore,move_tutor,
54,95,Hypnosis,move_tutor,
54,324,Signal Beam,move_tutor,
54,80,Petal Dance,special_moves,
54,300,Mud Sport,special_moves,
54,196,Icy Wind,move_learner_tools,
54,280,Brick Break,move_learner_tools,
54,66,Submission,move_learner_tools,
54,189,Mud-Slap,move_learner_tools,
54,102,Mimic,move_learner_tools,
54,182,Protect,move_learner_tools,
54,374,Fling,move_learner_tools,
54,213,Attract,move_learner_tools,
54,174,Curse,move_learner_tools,
54,109,Confuse Ray,move_learner_tools,
54,168,Thief,move_learner_tools,
54,363,Natural Gift,move_learner_tools,
54,362,Brine,move_learner_tools,
54,164,Substitute,move_learner_tools,
54,161,Tri Attack,move_learner_tools,
54,231,Iron Tail,move_learner_tools,
54,156,Rest,move_learner_tools,
54,352,Water Pulse,move_learner_tools,
54,6,Pay Day,move_learner_tools,
54,347,Calm Mind,move_learner_tools,
54,148,Flash,move_learner_tools,
54,341,Mud Shot,move_learner_tools,
54,248,Future Sight,move_learner_tools,
54,332,Aerial Ace,move_learner_tools,
54,61,BubbleBeam,move_learner_tools,
54,330,Muddy Water,move_learner_tools,
54,130,Skull Bash,move_learner_tools,
54,129,Swift,move_learner_tools,
54,67,Low Kick,move_learner_tools,
54,127,Waterfall,move_learner_tools,
54,34,Body Slam,move_learner_tools,
54,118,Metronome,move_learner_tools,
54,117,Bide,move_learner_tools,
54,114,Haze,move_learner_tools,
54,113,Light Screen,move_learner_tools,
54,503,Scald,move_learner_tools,
54,104,Double Team,move_learner_tools,
54,103,Screech,move_learner_tools,
54,496,Round,move_learner_tools,
54,94,Psychic,move_learner_tools,
54,99,Rage,move_learner_tools,
54,490,Low Sweep,move_learner_tools,
54,291,Dive,move_learner_tools,
54,290,Secret Power,move_learner_tools,
54,92,Toxic,move_learner_tools,
54,91,Dig,move_learner_tools,
54,285,Skill Swap,move_learner_tools,
54,283,Endeavor,move_learner_tools,
54,282,Knock Off,move_learner_tools,
54,477,Telekinesis,move_learner_tools,
54,473,Psyshock,move_learner_tools,
54,468,Hone Claws,move_learner_tools,
54,270,Helping Hand,move_learner_tools,
54,269,Taunt,move_learner_tools,
54,70,Strength,move_learner_tools,
54,69,Seismic Toss,move_learner_tools,
54,68,Counter,move_learner_tools,
54,264,Focus Punch,move_learner_tools,
54,263,Facade,move_learner_tools,
54,133,Amnesia,move_learner_tools,
54,258,Snowscape,move_learner_tools,
54,60,Psybeam,move_learner_tools,
54,59,Blizzard,move_learner_tools,
54,58,Ice Beam,move_learner_tools,
54,57,Surf,move_learner_tools,
54,56,Hydro Pump,move_learner_tools,
54,55,Water Gun,move_learner_tools,
54,250,Whirlpool,move_learner_tools,
54,249,Rock Smash,move_learner_tools,
54,445,Captivate,move_learner_tools,
54,244,Psych Up,move_learner_tools,
54,240,Rain Dance,move_learner_tools,
54,237,Hidden Power,move_learner_tools,
54,38,Double-Edge,move_learner_tools,
54,36,Take Down,move_learner_tools,
54,428,Zen Headbutt,move_learner_tools,
54,227,Encore,move_learner_tools,
54,29,Headbutt,move_learner_tools,
54,421,Shadow Claw,move_learner_tools,
54,223,DynamicPunch,move_learner_tools,
54,25,Mega Kick,move_learner_tools,
54,417,Nasty Plot,move_learner_tools,
54,218,Frustration,move_learner_tools,
54,216,Return,move_learner_tools,
54,214,Sleep Talk,move_learner_tools,
54,410,Vacuum Wave,move_learner_tools,
54,207,Swagger,move_learner_tools,
54,8,Ice Punch,move_learner_tools,
54,203,Endure,move_learner_tools,
54,5,Mega Punch,move_learner_tools,
55,10,Scratch,level,1
55,39,Tail Whip,level,1
55,55,Water Gun,level,1
55,93,Confusion,level,1
55,346,Water Sport,level,1
55,382,Me First,level,1
55,453,Aqua Jet,level,1
55,145,Bubble,level,1
55,281,Yawn,level,1
55,227,Encore,level,1
55,39,Tail Whip,level,4
55,55,Water Gun,level,7
55,154,Fury Swipes,level,9
55,93,Confusion,level,10
55,352,Water Pulse,level,12
55,50,Disable,level,15
55,428,Zen Headbutt,level,18
55,95,Hypnosis,level,18
55,103,Screech,level,21
55,401,Aqua Tail,level,24
55,487,Soak,level,27
55,60,Psybeam,level,27
55,244,Psych Up,level,30
55,133,Amnesia,level,36
55,56,Hydro Pump,level,40
55,57,Surf,level,42
55,472,Wonder Room,level,45
55,388,Worry Seed,move_tutor,
55,272,Role Play,move_tutor,
55,472,Wonder Room,move_tutor,
55,401,Aqua Tail,move_tutor,
55,173,Snore,move_tutor,
55,95,Hypnosis,move_tutor,
55,324,Signal Beam,move_tutor,
55,80,Petal Dance,special_moves,
55,300,Mud Sport,special_moves,
55,196,Icy Wind,move_learner_tools,
55,280,Brick Break,move_learner_tools,
55,66,Submission,move_learner_tools,
55,189,Mud-Slap,move_learner_tools,
55,102,Mimic,move_learner_tools,
55,182,Protect,move_learner_tools,
55,374,Fling,move_learner_tools,
55,213,Attract,move_learner_tools,
